,Unnamed: 0,player,realm,gear_score,last_login,time_since_login,2014-01,2015-01,2016-01,2017-01,2018-01,2019-01,2020-01,2014-02,2015-02,2016-02,2017-02,2018-02,2019-02,2020-02,2014-03,2015-03,2016-03,2017-03,2018-03,2019-03,2020-03,2014-04,2015-04,2016-04,2017-04,2018-04,2019-04,2020-04,2014-05,2015-05,2016-05,2017-05,2018-05,2019-05,2020-05,2014-06,2015-06,2016-06,2017-06,2018-06,2019-06,2020-06,2014-07,2015-07,2016-07,2017-07,2018-07,2019-07,2014-08,2015-08,2016-08,2017-08,2018-08,2019-08,2020-08,2014-09,2015-09,2016-09,2017-09,2018-09,2019-09,2020-09,2014-10,2015-10,2016-10,2017-10,2018-10,2019-10,2020-10,2014-11,2015-11,2016-11,2017-11,2018-11,2019-11,2020-11,2014-12,2015-12,2016-12,2017-12,2018-12,2019-12,2020-12,engagement,status
13,13,teg,malganis,464.0,2020-06-07,-2 days +00:00:00.000000000,8.0,3.0,1.0,11.0,1.0,0.0,37.0,11.0,1,1.0,8.0,0.0,1.0,6.0,2.0,2,0.0,30.0,0.0,12.0,1.0,1.0,1.0,4.0,12.0,0.0,2.0,11.0,0.0,0.0,1.0,24.0,0.0,18.0,15.0,15.0,0.0,0.0,14.0,0.0,29.0,4.0,2.0,0.0,2,0.0,0.0,4.0,2.0,0.0,5,0.0,5.0,1.0,0.0,0.0,0.0,4,1.0,10,0.0,0.0,1.0,0.0,86,0.0,1.0,37.0,0.0,3,0.0,30.0,2,0.0,49.0,0.0,3,0.0,30,1.0,3.0,54.0,0.0,0.0,active
14,14,tryyp,malganis,466.0,2020-05-28,8 days 00:00:00.000000000,12.0,8.0,7.0,13.0,1.0,5.0,21.0,10.0,8,3.0,11.0,2.0,3.0,7.0,0.0,5,1.0,24.0,6.0,12.0,2.0,0.0,2.0,6.0,19.0,1.0,5.0,12.0,0.0,0.0,1.0,17.0,8.0,5.0,11.0,10.0,6.0,0.0,14.0,0.0,30.0,1.0,1.0,2.0,2,0.0,1.0,23.0,2.0,5.0,10,2.0,53.0,2.0,0.0,0.0,5.0,50,8.0,51,8.0,0.0,1.0,9.0,11,0.0,8.0,1.0,0.0,52,1.0,8.0,4,3.0,13.0,0.0,19,4.0,11,19.0,12.0,3.0,0.0,0.0,active
15,15,tridav,malganis,446.0,2020-06-08,-3 days +00:00:00.000000000,9.0,35.0,2.0,1.0,2.0,3.0,19.0,10.0,24,0.0,3.0,9.0,1.0,9.0,0.0,5,0.0,5.0,9.0,7.0,2.0,0.0,0.0,4.0,3.0,10.0,8.0,12.0,0.0,0.0,0.0,0.0,33.0,9.0,21.0,8.0,0.0,0.0,22.0,5.0,37.0,1.0,1.0,0.0,19,10.0,2.0,22.0,25.0,8.0,25,10.0,28.0,7.0,0.0,12.0,19.0,56,9.0,27,6.0,0.0,43.0,12.0,43,1.0,3.0,1.0,0.0,124,16.0,10.0,1,3.0,3.0,0.0,38,9.0,1,13.0,4.0,2.0,0.0,0.0,active
16,16,scrog,malganis,419.0,2020-02-28,98 days 00:00:00.000000000,9.0,7.0,0.0,1.0,4.0,11.0,7.0,10.0,2,0.0,2.0,13.0,6.0,5.0,0.0,4,0.0,3.0,9.0,15.0,2.0,0.0,0.0,4.0,3.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,10.0,1.0,17.0,6.0,0.0,0.0,27.0,6.0,10.0,1.0,1.0,0.0,7,141.0,4.0,6.0,2.0,0.0,10,50.0,5.0,9.0,0.0,0.0,0.0,4,135.0,19,5.0,0.0,6.0,4.0,2,30.0,9.0,0.0,0.0,10,5.0,2.0,57,19.0,2.0,0.0,6,3.0,1,24.0,19.0,1.0,0.0,1.0,risk
17,17,dressing,malganis,402.0,2019-08-20,290 days 00:00:00.000000000,9.0,39.0,0.0,1.0,3.0,8.0,7.0,10.0,2,0.0,2.0,6.0,6.0,5.0,0.0,3,0.0,3.0,6.0,8.0,2.0,0.0,0.0,4.0,3.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,8.0,1.0,17.0,6.0,0.0,0.0,3.0,5.0,10.0,1.0,1.0,0.0,7,108.0,4.0,11.0,2.0,0.0,11,40.0,39.0,3.0,0.0,0.0,0.0,32,107.0,7,5.0,0.0,6.0,4.0,2,19.0,4.0,0.0,0.0,8,5.0,1.0,45,15.0,2.0,0.0,7,3.0,1,17.0,11.0,1.0,0.0,2.0,lapsed
18,18,kelthon,malganis,412.0,2020-06-02,3 days 00:00:00.000000000,9.0,11.0,0.0,1.0,2.0,8.0,7.0,10.0,2,16.0,2.0,1.0,12.0,5.0,0.0,1,1.0,3.0,20.0,7.0,3.0,0.0,0.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,1.0,15.0,6.0,0.0,0.0,1.0,5.0,10.0,1.0,1.0,0.0,13,31.0,17.0,13.0,2.0,0.0,11,27.0,73.0,3.0,0.0,0.0,0.0,9,81.0,9,5.0,0.0,6.0,3.0,2,4.0,1.0,0.0,0.0,4,4.0,1.0,6,15.0,2.0,0.0,4,3.0,1,15.0,9.0,1.0,0.0,0.0,active
19,19,raenna,malganis,444.0,2020-06-06,-1 days +00:00:00.000000000,9.0,11.0,0.0,1.0,5.0,7.0,10.0,10.0,3,5.0,6.0,1.0,8.0,4.0,0.0,1,0.0,10.0,5.0,4.0,2.0,0.0,0.0,22.0,20.0,2.0,3.0,4.0,0.0,0.0,7.0,1.0,5.0,1.0,14.0,6.0,0.0,1.0,5.0,5.0,11.0,1.0,1.0,0.0,9,19.0,5.0,8.0,2.0,0.0,5,22.0,63.0,3.0,0.0,0.0,0.0,25,56.0,12,11.0,0.0,7.0,1.0,11,3.0,5.0,0.0,0.0,47,4.0,11.0,6,18.0,2.0,0.0,57,2.0,4,12.0,11.0,1.0,0.0,0.0,active
20,20,stasis,malganis,473.0,2020-05-05,31 days 00:00:00.000000000,8.0,25.0,0.0,16.0,3.0,4.0,19.0,10.0,15,4.0,13.0,1.0,2.0,25.0,0.0,8,0.0,14.0,7.0,3.0,3.0,13.0,1.0,6.0,12.0,1.0,3.0,2.0,4.0,1.0,26.0,3.0,4.0,1.0,9.0,15.0,0.0,28.0,7.0,4.0,9.0,1.0,0.0,0.0,26,14.0,0.0,3.0,2.0,0.0,26,15.0,107.0,1.0,0.0,0.0,0.0,63,39.0,22,5.0,0.0,5.0,0.0,15,3.0,3.0,0.0,0.0,71,3.0,15.0,9,13.0,34.0,0.0,32,1.0,12,10.0,5.0,12.0,0.0,1.0,risk
21,21,crembone,malganis,438.0,2020-06-12,-7 days +00:00:00.000000000,8.0,25.0,0.0,13.0,2.0,4.0,6.0,10.0,13,4.0,12.0,1.0,1.0,16.0,0.0,7,0.0,14.0,7.0,2.0,89.0,13.0,1.0,6.0,9.0,1.0,3.0,28.0,4.0,1.0,23.0,3.0,4.0,1.0,16.0,14.0,0.0,21.0,6.0,4.0,9.0,3.0,0.0,0.0,19,14.0,0.0,3.0,2.0,0.0,11,14.0,20.0,0.0,0.0,0.0,0.0,33,39.0,7,5.0,0.0,5.0,0.0,12,3.0,0.0,0.0,0.0,48,3.0,13.0,9,13.0,9.0,0.0,26,1.0,9,10.0,5.0,6.0,0.0,0.0,active
22,22,raffiniert,malganis,467.0,2020-04-09,57 days 00:00:00.000000000,8.0,6.0,0.0,22.0,5.0,12.0,9.0,10.0,1,0.0,8.0,0.0,3.0,20.0,0.0,3,0.0,14.0,2.0,4.0,20.0,0.0,0.0,4.0,27.0,0.0,4.0,2.0,2.0,0.0,4.0,16.0,0.0,1.0,8.0,9.0,0.0,3.0,9.0,4.0,12.0,1.0,0.0,0.0,21,2.0,0.0,4.0,2.0,0.0,75,3.0,62.0,3.0,0.0,0.0,0.0,91,25.0,7,10.0,0.0,1.0,0.0,136,7.0,0.0,0.0,0.0,9,3.0,13.0,5,2.0,6.0,0.0,36,1.0,10,16.0,7.0,0.0,0.0,1.0,risk
23,23,frankoz,malganis,413.0,2020-06-05,0 days 00:00:00.000000000,8.0,6.0,92.0,12.0,5.0,6.0,7.0,10.0,1,38.0,5.0,0.0,2.0,16.0,0.0,2,14.0,7.0,2.0,3.0,18.0,0.0,0.0,4.0,12.0,0.0,3.0,2.0,2.0,0.0,7.0,11.0,0.0,1.0,26.0,9.0,0.0,2.0,5.0,4.0,23.0,1.0,0.0,0.0,13,2.0,0.0,13.0,2.0,2.0,17,2.0,13.0,45.0,0.0,0.0,0.0,9,14.0,4,6.0,0.0,1.0,22.0,40,4.0,0.0,0.0,0.0,4,9.0,6.0,5,1.0,3.0,0.0,5,12.0,3,15.0,5.0,0.0,0.0,0.0,active
24,24,rockwilder,malganis,452.0,2020-03-23,74 days 00:00:00.000000000,8.0,17.0,2.0,16.0,6.0,11.0,11.0,10.0,15,6.0,8.0,1.0,3.0,8.0,0.0,1,3.0,14.0,4.0,3.0,12.0,0.0,0.0,4.0,32.0,2.0,2.0,2.0,0.0,0.0,1.0,12.0,3.0,0.0,3.0,0.0,0.0,0.0,12.0,2.0,18.0,0.0,0.0,0.0,9,15.0,2.0,23.0,1.0,0.0,19,30.0,54.0,7.0,0.0,0.0,10.0,65,20.0,20,12.0,0.0,20.0,52.0,18,8.0,12.0,4.0,0.0,88,11.0,25.0,13,2.0,3.0,0.0,22,11.0,23,10.0,13.0,1.0,0.0,1.0,risk
25,25,nebulizer,malganis,398.0,2019-11-20,198 days 00:00:00.000000000,8.0,12.0,7.0,15.0,5.0,9.0,11.0,10.0,8,3.0,8.0,1.0,2.0,8.0,0.0,3,2.0,11.0,4.0,1.0,11.0,0.0,2.0,2.0,14.0,2.0,2.0,2.0,0.0,1.0,1.0,7.0,2.0,0.0,3.0,0.0,5.0,0.0,7.0,3.0,14.0,0.0,0.0,4.0,44,6.0,1.0,13.0,1.0,1.0,37,7.0,92.0,1.0,0.0,5.0,0.0,70,11.0,14,9.0,0.0,4.0,15.0,15,5.0,8.0,5.0,0.0,64,5.0,20.0,7,2.0,7.0,0.0,24,4.0,18,12.0,11.0,1.0,0.0,1.0,risk
26,26,horky,malganis,394.0,2019-10-09,240 days 00:00:00.000000000,1.0,6.0,1.0,14.0,4.0,8.0,11.0,0.0,4,2.0,7.0,1.0,1.0,8.0,0.0,1,1.0,8.0,4.0,0.0,11.0,0.0,0.0,2.0,4.0,7.0,2.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,4.0,7.0,11.0,0.0,0.0,1.0,7,5.0,1.0,6.0,1.0,11.0,43,4.0,28.0,3.0,0.0,1.0,1.0,6,9.0,4,17.0,0.0,2.0,4.0,14,3.0,4.0,2.0,0.0,9,5.0,47.0,45,0.0,3.0,0.0,16,4.0,9,14.0,8.0,1.0,0.0,1.0,risk
27,27,fells,malganis,380.0,2019-09-26,253 days 00:00:00.000000000,1.0,6.0,1.0,5.0,4.0,5.0,11.0,0.0,4,2.0,4.0,1.0,1.0,8.0,0.0,1,1.0,8.0,3.0,0.0,11.0,0.0,0.0,2.0,2.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,7.0,11.0,0.0,0.0,1.0,7,5.0,1.0,6.0,1.0,6.0,39,4.0,78.0,0.0,0.0,1.0,1.0,3,9.0,90,13.0,0.0,2.0,4.0,6,3.0,6.0,2.0,0.0,8,5.0,34.0,41,0.0,3.0,0.0,8,2.0,5,30.0,8.0,1.0,0.0,2.0,lapsed
28,28,guze,malganis,437.0,2020-06-16,-11 days +00:00:00.000000000,0.0,6.0,1.0,5.0,4.0,4.0,10.0,0.0,2,1.0,4.0,1.0,1.0,8.0,0.0,1,1.0,8.0,3.0,0.0,10.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,2.0,7.0,9.0,15.0,0.0,1.0,5,5.0,0.0,5.0,1.0,0.0,26,3.0,31.0,4.0,0.0,0.0,0.0,3,9.0,46,154.0,0.0,1.0,2.0,4,2.0,3.0,51.0,0.0,8,4.0,12.0,26,0.0,75.0,0.0,2,2.0,5,11.0,7.0,60.0,0.0,0.0,active
29,29,zephorus,malganis,432.0,2020-04-02,64 days 00:00:00.000000000,0.0,14.0,1.0,5.0,4.0,4.0,28.0,0.0,2,1.0,3.0,1.0,1.0,9.0,0.0,1,1.0,8.0,3.0,0.0,9.0,0.0,0.0,1.0,1.0,22.0,2.0,2.0,0.0,0.0,1.0,0.0,10.0,0.0,46.0,0.0,5.0,12.0,2.0,7.0,9.0,9.0,0.0,6.0,12,3.0,0.0,4.0,1.0,4.0,24,3.0,36.0,3.0,0.0,0.0,0.0,55,8.0,37,67.0,0.0,1.0,2.0,16,2.0,1.0,22.0,0.0,26,4.0,8.0,9,0.0,26.0,0.0,28,2.0,4,10.0,7.0,38.0,0.0,1.0,risk
30,30,marquismark,malganis,422.0,2020-02-11,115 days 00:00:00.000000000,31.0,13.0,1.0,5.0,4.0,5.0,6.0,0.0,2,1.0,3.0,1.0,32.0,7.0,0.0,1,1.0,8.0,3.0,11.0,9.0,0.0,0.0,1.0,1.0,18.0,11.0,2.0,0.0,0.0,1.0,0.0,6.0,26.0,24.0,0.0,1.0,5.0,2.0,7.0,41.0,7.0,0.0,5.0,8,3.0,0.0,6.0,1.0,2.0,22,3.0,20.0,27.0,0.0,0.0,0.0,38,8.0,21,21.0,0.0,1.0,2.0,11,2.0,1.0,10.0,0.0,11,4.0,8.0,9,0.0,14.0,0.0,17,2.0,4,10.0,6.0,15.0,0.0,1.0,risk
31,31,abisteen,malganis,320.0,2019-10-04,245 days 00:00:00.000000000,12.0,10.0,1.0,5.0,4.0,4.0,6.0,0.0,2,1.0,3.0,1.0,10.0,7.0,0.0,1,1.0,8.0,3.0,3.0,9.0,0.0,0.0,1.0,1.0,11.0,8.0,2.0,0.0,0.0,1.0,0.0,4.0,21.0,22.0,0.0,1.0,2.0,2.0,7.0,32.0,5.0,0.0,5.0,14,3.0,0.0,2.0,1.0,2.0,23,47.0,18.0,13.0,0.0,0.0,0.0,60,8.0,21,28.0,0.0,1.0,2.0,6,2.0,1.0,11.0,0.0,7,3.0,3.0,9,0.0,12.0,0.0,8,2.0,4,9.0,6.0,15.0,0.0,2.0,lapsed
32,32,bozwix,malganis,459.0,2020-06-16,-11 days +00:00:00.000000000,0.0,4.0,6.0,1.0,34.0,5.0,8.0,0.0,1,7.0,3.0,40.0,19.0,5.0,0.0,3,0.0,3.0,46.0,11.0,5.0,0.0,10.0,1.0,41.0,6.0,1.0,2.0,0.0,2.0,4.0,35.0,8.0,0.0,13.0,3.0,0.0,0.0,37.0,8.0,7.0,11.0,0.0,1.0,4,61.0,4.0,2.0,1.0,0.0,15,23.0,50.0,9.0,0.0,0.0,0.0,6,31.0,17,9.0,0.0,1.0,2.0,9,11.0,11.0,3.0,0.0,9,1.0,0.0,10,11.0,4.0,0.0,5,4.0,2,14.0,11.0,3.0,0.0,0.0,active
33,33,mineras,malganis,424.0,2020-05-11,25 days 00:00:00.000000000,3.0,0.0,14.0,2.0,8.0,7.0,5.0,1.0,1,0.0,1.0,3.0,6.0,3.0,0.0,1,0.0,0.0,3.0,11.0,5.0,24.0,3.0,2.0,63.0,10.0,14.0,2.0,13.0,123.0,3.0,43.0,12.0,2.0,6.0,2.0,9.0,0.0,4.0,37.0,5.0,5.0,0.0,0.0,25,1.0,12.0,1.0,1.0,0.0,71,1.0,54.0,2.0,0.0,0.0,28.0,83,4.0,13,22.0,0.0,0.0,8.0,18,2.0,6.0,8.0,0.0,5,9.0,7.0,5,3.0,3.0,0.0,1,22.0,2,12.0,7.0,1.0,0.0,0.0,active
34,34,prex,malganis,464.0,2020-06-09,-4 days +00:00:00.000000000,2.0,0.0,10.0,1.0,5.0,7.0,0.0,0.0,1,0.0,1.0,1.0,5.0,1.0,0.0,1,1.0,0.0,3.0,2.0,5.0,0.0,0.0,2.0,29.0,10.0,10.0,20.0,2.0,46.0,2.0,13.0,9.0,2.0,82.0,0.0,1.0,0.0,1.0,29.0,4.0,50.0,0.0,0.0,9,1.0,10.0,3.0,1.0,0.0,61,1.0,3.0,1.0,0.0,21.0,16.0,55,4.0,46,9.0,0.0,15.0,5.0,82,2.0,46.0,1.0,0.0,46,3.0,50.0,2,1.0,3.0,0.0,1,13.0,3,10.0,4.0,1.0,0.0,0.0,active
35,35,aesahaettr,malganis,415.0,2019-10-10,239 days 00:00:00.000000000,2.0,0.0,45.0,1.0,5.0,6.0,0.0,0.0,1,0.0,1.0,1.0,4.0,1.0,0.0,1,0.0,0.0,3.0,1.0,5.0,0.0,0.0,2.0,26.0,7.0,10.0,12.0,2.0,44.0,2.0,12.0,8.0,2.0,60.0,0.0,0.0,0.0,1.0,27.0,4.0,19.0,0.0,0.0,6,1.0,10.0,1.0,1.0,0.0,79,1.0,2.0,0.0,0.0,8.0,7.0,13,4.0,10,87.0,0.0,2.0,1.0,29,2.0,28.0,12.0,0.0,21,2.0,25.0,1,1.0,2.0,0.0,1,9.0,1,8.0,4.0,1.0,0.0,1.0,risk
36,36,protribution,malganis,438.0,2020-06-16,-11 days +00:00:00.000000000,2.0,0.0,7.0,1.0,5.0,8.0,0.0,0.0,1,0.0,1.0,1.0,8.0,1.0,0.0,1,0.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,26.0,7.0,10.0,24.0,2.0,43.0,1.0,12.0,8.0,2.0,76.0,0.0,0.0,0.0,1.0,27.0,4.0,26.0,0.0,0.0,5,1.0,10.0,13.0,1.0,0.0,45,1.0,11.0,16.0,0.0,8.0,6.0,12,4.0,24,23.0,0.0,2.0,1.0,28,2.0,32.0,9.0,0.0,20,2.0,23.0,1,6.0,1.0,0.0,1,8.0,1,7.0,8.0,1.0,0.0,0.0,active
37,37,depswa,malganis,458.0,2020-06-16,-11 days +00:00:00.000000000,2.0,0.0,7.0,1.0,5.0,6.0,0.0,0.0,1,0.0,1.0,1.0,7.0,1.0,0.0,2,0.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,26.0,7.0,10.0,13.0,2.0,43.0,1.0,11.0,7.0,2.0,98.0,0.0,0.0,0.0,0.0,27.0,4.0,22.0,0.0,0.0,5,1.0,10.0,4.0,1.0,0.0,52,1.0,4.0,13.0,0.0,6.0,6.0,73,4.0,15,15.0,0.0,2.0,1.0,27,2.0,15.0,8.0,0.0,7,2.0,17.0,1,2.0,1.0,0.0,1,8.0,1,7.0,6.0,1.0,0.0,0.0,active
38,38,hactionjaxon,malganis,321.0,2019-11-10,208 days 00:00:00.000000000,1.0,16.0,6.0,1.0,5.0,6.0,0.0,0.0,1,0.0,1.0,1.0,6.0,1.0,0.0,1,0.0,0.0,3.0,0.0,5.0,0.0,1.0,1.0,21.0,7.0,10.0,12.0,2.0,43.0,1.0,11.0,7.0,2.0,70.0,0.0,0.0,0.0,0.0,27.0,4.0,22.0,0.0,0.0,5,1.0,9.0,1.0,1.0,0.0,42,1.0,4.0,8.0,0.0,6.0,6.0,41,4.0,5,21.0,0.0,2.0,1.0,17,2.0,13.0,28.0,0.0,5,1.0,15.0,1,2.0,3.0,0.0,17,7.0,1,7.0,4.0,1.0,0.0,1.0,risk
39,39,stackhouse,malganis,465.0,2020-06-11,-6 days +00:00:00.000000000,91.0,1.0,2.0,0.0,67.0,3.0,0.0,0.0,1,0.0,1.0,4.0,2.0,1.0,0.0,1,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,8.0,5.0,11.0,57.0,2.0,34.0,1.0,6.0,6.0,1.0,8.0,0.0,0.0,43.0,0.0,109.0,3.0,7.0,0.0,0.0,12,1.0,50.0,1.0,1.0,2.0,195,1.0,78.0,0.0,0.0,0.0,4.0,6,4.0,21,9.0,0.0,0.0,1.0,7,2.0,0.0,0.0,0.0,5,36.0,4.0,2,1.0,1.0,0.0,50,20.0,1,2.0,1.0,1.0,0.0,0.0,active
