,player,realm,gear_score,last_login,time_since_login,engagement,status,Alterac Valley,Arathi Basin,Archaeology,Arena,Argent Tournament,Ashran,Battle Dungeon,Battle Raid,Battle for Azeroth,Battle for Gilneas,Battlegrounds,Brawler's Guild,Brewfest,Cataclysm,Cataclysm Dungeon,Cataclysm Raid,Character,Children's Week,Classic,Collections,Cooking,Currencies,Darkmoon Faire,Deepwind Gorge,Draenor,Draenor Dungeon,Draenor Garrison,Draenor Raid,Dungeons,Dungeons & Raids,Eastern Kingdoms,Events,Expansion Features,Exploration,Eye of the Storm,Feats of Strength,Fishing,General,Guild Feats of Strength,Hallow's End,Heart of Azeroth,Honor,Island Expeditions,Isle of Conquest,Kalimdor,Legacy,Legion,Legion Class Hall,Legion Dungeon,Legion Raid,Lich King Dungeon,Lich King Raid,Love is in the Air,Lunar Festival,Midsummer,Mounts,Noblegarden,Northrend,Outland,Pandaria,Pandaria Dungeon,Pandaria Raid,Pandaria Scenarios,Pet Battles,Pilgrim's Bounty,Player vs. Player,Professions,Promotions,Quests,Raids,Rated Battleground,Reputation,Seething Shore,Silvershard Mines,Temple of Kotmogu,The Burning Crusade,Tol Barad,Twin Peaks,Visions of N'Zoth,War Effort,Warsong Gulch,Winter Veil,Wintergrasp,World,World Events,Wrath of the Lich King
446,tinymuerte,fizzcrank,476.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,4,3,3,10,11,3,27,19,46,1,0,3,1,14,9,0,26,0,4,0,0,5,3,1,21,0,20,0,0,5,3,4,0,1,4,36,0,0,0,6,6,2,2,2,5,19,7,2,1,3,6,7,1,0,16,11,0,3,2,20,0,1,5,0,2,41,9,0,9,1,9,3,4,1,1,14,0,1,15,7,5,0,3,0,0,10
447,oshapes,aggramar,457.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,3,3,3,4,11,3,17,1,37,0,0,3,1,9,0,0,27,0,3,0,0,4,3,0,20,10,19,0,0,3,2,4,0,1,0,35,0,0,0,6,4,0,6,0,4,18,8,2,4,3,1,30,1,0,16,11,0,2,2,18,0,1,5,0,2,37,10,0,10,0,9,3,1,0,0,5,0,1,3,3,4,0,1,0,0,5
448,dindra,aggramar,470.0,2020-06-06,-1 days +00:00:00.000000000,0.0,active,3,2,3,4,11,2,26,12,57,1,0,4,1,9,0,0,25,2,3,0,0,4,3,1,19,3,18,0,0,4,2,4,0,1,1,35,3,0,0,6,7,1,6,0,4,18,8,3,10,28,1,47,1,0,16,11,0,2,2,17,4,3,5,0,2,36,8,0,11,1,9,3,1,0,3,5,0,1,6,7,3,0,1,0,0,5
449,cambium,aggramar,465.0,2020-05-22,14 days 00:00:00.000000000,0.0,active,3,2,3,3,11,2,5,9,45,0,0,3,1,13,9,0,27,0,4,0,0,4,3,0,20,0,22,0,0,1,1,6,2,1,0,35,0,0,0,6,6,1,0,0,5,19,11,6,8,14,1,17,1,0,16,11,0,2,2,20,0,1,5,0,2,33,18,0,10,1,9,7,0,0,1,9,0,1,4,6,2,0,0,0,0,11
450,swpswdvtmcmd,aggramar,476.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,3,7,3,17,11,6,27,27,49,7,2,3,1,13,12,0,25,0,4,0,0,6,3,3,21,8,21,36,0,7,1,9,4,1,6,36,1,0,0,6,7,3,37,1,4,19,14,8,36,34,10,15,1,0,16,11,0,2,2,18,10,7,5,0,2,57,15,0,15,1,26,4,7,6,7,9,0,9,17,3,11,2,1,2,0,9
451,matarith,aggramar,458.0,2020-06-02,3 days 00:00:00.000000000,0.0,active,3,2,3,11,11,5,20,23,57,4,1,5,1,11,0,0,27,0,15,0,1,4,3,2,22,9,23,36,0,4,1,9,4,1,3,36,3,0,0,6,5,1,27,1,4,19,12,6,35,34,9,17,1,0,16,11,0,2,2,17,5,2,5,0,2,50,15,0,16,0,26,5,2,3,2,12,0,4,10,5,3,0,3,2,0,10
452,mataran,aggramar,436.0,2020-06-07,-2 days +00:00:00.000000000,0.0,active,4,2,17,14,13,4,3,23,42,3,2,3,3,26,13,31,26,2,16,1,21,12,8,2,20,6,20,36,1,4,26,17,4,2,3,36,20,0,0,8,3,0,8,2,25,31,7,4,32,34,17,121,6,4,18,11,2,13,10,44,15,33,21,0,3,54,27,0,19,45,26,8,1,3,3,38,3,5,6,1,7,4,10,2,1,10
453,elriea,aggramar,468.0,2020-05-01,35 days 00:00:00.000000000,1.0,risk,3,2,17,11,13,2,13,20,46,2,2,3,3,22,16,8,27,2,5,1,20,10,6,2,19,0,18,0,0,4,16,16,0,2,2,36,17,0,0,8,7,2,5,1,12,22,8,4,2,40,5,69,6,3,17,11,2,10,4,29,0,7,7,0,3,50,13,0,13,11,22,6,2,1,3,22,2,4,14,3,5,3,11,2,1,9
454,elroar,aggramar,469.0,2020-05-01,35 days 00:00:00.000000000,1.0,risk,3,2,17,15,13,3,26,29,64,3,2,4,3,19,18,39,28,2,9,1,15,14,6,2,33,27,66,43,2,7,7,18,5,1,4,36,16,0,0,8,7,0,29,1,8,39,32,16,34,59,11,104,6,2,17,11,2,6,2,42,18,52,21,0,3,52,21,0,19,41,21,6,2,2,2,38,3,5,14,9,4,4,12,4,1,9
455,doroo,aggramar,471.0,2020-06-14,-9 days +00:00:00.000000000,0.0,active,4,3,17,13,13,3,29,30,52,2,2,4,3,19,19,39,27,2,8,1,15,14,6,2,26,24,63,43,2,6,6,18,5,1,2,36,14,0,0,8,7,1,25,1,7,39,21,13,34,59,8,102,6,2,17,11,2,6,2,37,15,52,20,0,3,51,21,0,11,41,21,6,2,2,2,34,3,4,16,9,4,4,12,4,1,9
456,wynddy,aggramar,461.0,2020-06-07,-2 days +00:00:00.000000000,0.0,active,3,1,17,8,13,3,11,2,45,1,2,3,3,19,19,20,27,2,8,1,11,14,3,1,25,23,55,45,1,5,5,14,0,1,0,36,5,0,0,7,6,0,0,0,7,38,8,2,0,12,5,54,6,2,17,11,2,6,2,34,3,19,20,0,3,43,13,0,11,16,15,6,1,1,0,22,3,3,13,1,2,4,8,3,1,9
457,minihoagie,aggramar,441.0,2020-05-01,35 days 00:00:00.000000000,1.0,risk,3,1,17,8,13,3,0,11,42,0,1,3,3,18,7,0,25,2,6,1,8,14,3,1,23,0,30,20,1,0,3,12,0,0,0,36,5,0,0,6,4,0,0,0,5,34,8,2,0,6,5,39,5,1,17,11,2,6,2,34,0,6,20,0,3,42,12,0,9,11,15,6,1,1,0,19,3,3,9,1,2,2,5,3,1,9
458,wu,fizzcrank,465.0,2020-05-25,11 days 00:00:00.000000000,0.0,active,4,1,7,1,11,2,14,6,48,0,0,3,2,15,7,7,27,2,4,1,5,4,3,0,22,3,39,42,0,7,1,5,6,1,0,35,4,0,0,6,6,0,2,0,2,23,22,14,28,9,1,28,4,1,16,11,2,2,2,21,10,3,5,0,2,42,13,0,12,5,11,7,1,0,0,21,1,1,6,2,4,2,0,2,1,10
459,sacrificial,aggramar,472.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,3,1,7,6,11,2,18,5,40,0,0,3,2,14,3,7,25,2,4,1,5,4,3,0,20,0,18,0,0,4,2,3,5,0,0,36,3,0,0,6,6,0,0,0,2,22,17,1,6,8,8,21,4,1,16,11,2,2,2,21,8,3,5,0,2,40,10,0,13,5,11,6,1,0,0,11,1,1,16,3,2,1,0,2,1,11
460,peak,aggramar,441.0,2020-06-15,-10 days +00:00:00.000000000,0.0,active,3,1,7,5,11,2,11,5,38,0,0,3,1,14,0,6,27,1,4,1,3,4,3,0,20,0,19,0,0,1,1,3,3,1,0,36,3,0,0,6,5,0,0,0,2,22,11,4,5,5,1,19,2,0,16,11,0,2,2,20,0,6,5,0,2,39,13,0,11,4,11,6,1,0,0,8,0,1,13,2,2,0,0,2,0,9
461,elrawr,aggramar,445.0,2020-04-30,36 days 00:00:00.000000000,1.0,risk,3,1,7,3,11,2,6,1,44,0,0,3,1,13,0,0,26,1,4,1,3,4,3,0,20,0,19,24,0,0,1,3,1,0,0,36,2,0,0,6,4,0,0,0,2,22,10,1,0,0,1,18,2,0,16,11,0,2,2,19,0,2,5,0,2,38,9,0,9,3,11,6,1,0,0,9,0,1,8,3,2,0,0,1,0,9
462,devnull,fizzcrank,474.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,3,1,6,6,11,2,26,7,46,0,0,3,1,13,0,0,26,1,4,1,3,4,3,0,20,0,18,24,0,4,2,3,1,1,0,35,2,0,0,6,5,0,0,0,2,22,8,1,0,15,1,16,2,0,16,11,0,2,2,19,0,2,5,0,2,41,14,0,9,4,11,6,2,0,0,11,0,1,14,1,2,0,0,1,0,9
463,turklad,aggramar,468.0,2020-06-09,-4 days +00:00:00.000000000,0.0,active,3,2,6,6,11,2,22,9,49,0,0,4,1,14,3,8,25,1,9,1,3,4,3,1,20,5,18,24,0,5,2,3,1,1,2,35,2,0,0,6,6,1,0,0,2,22,8,3,0,15,1,70,2,0,16,11,0,2,2,19,10,6,5,0,2,42,11,0,9,3,11,6,2,2,0,16,0,4,12,1,2,0,0,1,0,9
464,chesterton,aggramar,475.0,2020-06-10,-5 days +00:00:00.000000000,0.0,active,4,2,5,10,11,9,27,22,49,1,0,2,1,12,10,37,28,1,8,1,12,8,5,2,20,4,38,43,3,7,6,4,4,1,3,36,11,0,0,10,7,1,12,1,6,29,21,12,37,38,7,41,3,0,17,11,0,5,2,37,20,22,7,0,2,48,15,0,19,6,20,6,2,3,4,19,1,3,15,3,4,0,7,0,1,8
465,moradín,aggramar,478.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,4,4,12,10,12,7,30,30,62,1,0,2,1,15,12,41,27,1,5,1,13,8,5,2,21,17,31,42,2,7,6,6,3,1,3,36,8,0,0,9,8,2,38,1,7,29,22,8,28,44,18,69,2,2,17,11,0,12,9,35,19,41,7,0,2,46,17,0,19,42,20,6,2,2,3,24,1,3,17,9,4,0,8,0,1,8
466,sensus,aggramar,434.0,2020-05-23,13 days 00:00:00.000000000,0.0,active,3,1,10,1,11,2,9,19,43,0,0,2,1,10,0,0,24,1,4,1,4,4,3,0,18,1,17,1,0,1,2,5,0,1,1,36,2,0,0,6,3,0,5,0,4,22,8,2,1,4,1,19,2,1,16,11,0,3,6,18,11,1,5,0,2,38,12,0,9,4,11,6,1,0,0,8,0,1,2,4,2,0,2,0,0,8
467,matarath,aggramar,470.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,4,2,2,2,11,3,19,23,47,2,0,2,1,11,0,0,27,0,4,0,2,4,5,1,18,1,17,1,0,3,1,5,0,1,3,36,0,0,0,6,6,3,13,2,2,19,7,2,1,4,1,18,1,0,16,11,0,2,2,17,1,1,5,0,2,42,11,0,10,2,11,5,5,1,1,12,0,4,11,5,7,0,4,0,0,10
468,dorü,aggramar,446.0,2020-05-26,10 days 00:00:00.000000000,0.0,active,3,1,2,1,11,3,26,11,44,2,0,2,1,11,0,0,25,0,4,0,2,4,4,1,18,1,17,1,0,2,1,5,0,0,2,36,0,0,0,6,5,0,7,2,2,19,7,2,1,4,1,18,1,0,16,11,0,2,2,17,1,1,5,0,2,36,9,0,6,1,11,4,4,0,1,12,0,4,6,5,6,0,0,0,0,9
469,eltonyy,aggramar,474.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,6,2,4,4,11,6,29,40,80,2,1,2,2,13,11,3,27,0,15,0,6,4,9,1,19,11,24,4,2,7,2,11,2,1,2,36,10,0,0,10,9,2,48,2,2,19,23,13,29,13,3,31,2,1,16,11,0,2,2,18,10,1,5,0,2,48,13,0,18,3,11,4,2,1,2,22,0,3,17,9,6,1,5,2,0,11
470,rèy,aggramar,444.0,2020-06-10,-5 days +00:00:00.000000000,0.0,active,6,2,4,4,11,6,16,39,57,2,1,2,2,13,10,3,25,0,6,0,6,4,8,1,18,10,24,4,2,6,2,10,2,1,2,36,8,0,0,7,7,2,19,2,2,19,18,9,26,13,9,31,2,1,16,11,0,2,2,18,6,1,5,0,2,42,10,0,8,3,11,3,2,1,2,17,0,3,11,6,6,1,5,2,0,10
471,dimmadome,aggramar,469.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,5,2,3,8,11,3,28,36,50,1,0,2,1,11,10,0,27,0,4,0,2,4,3,1,18,0,17,0,1,4,1,8,0,1,3,36,2,0,0,6,9,1,13,1,2,19,8,2,0,14,1,18,2,0,16,11,0,2,2,18,0,1,5,0,2,46,11,0,11,3,12,3,3,1,2,12,0,2,12,6,4,0,0,1,0,10
472,bigboyburtha,aggramar,475.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,5,2,3,5,11,4,28,40,58,1,0,2,1,12,11,34,27,0,5,0,2,6,3,1,20,0,22,31,1,5,1,9,4,1,2,36,1,0,0,8,7,0,37,1,2,19,18,8,24,52,1,76,1,0,16,11,0,2,2,19,0,6,5,0,2,44,20,0,15,2,12,3,1,1,2,12,0,3,16,7,3,0,0,1,0,10
473,nicegym,aggramar,462.0,2020-06-12,-7 days +00:00:00.000000000,0.0,active,4,1,3,3,11,4,11,17,41,0,0,2,1,11,8,14,26,0,15,0,2,6,3,0,20,5,20,10,1,2,1,7,0,1,0,35,1,0,0,8,4,0,10,1,2,19,11,2,12,37,6,14,1,0,16,11,0,3,2,20,0,6,5,0,2,41,14,0,13,1,12,3,0,0,0,14,0,1,4,3,2,0,0,0,0,10
474,soobs,aggramar,474.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,7,2,3,6,11,4,19,36,67,1,0,3,1,12,9,30,27,0,11,0,3,6,4,0,22,14,26,46,1,5,6,9,0,1,0,36,8,0,0,8,7,1,10,1,6,19,13,4,14,40,8,16,2,0,16,11,0,4,2,20,4,42,5,0,2,43,17,0,18,2,12,3,0,0,0,19,0,2,17,7,2,3,2,5,0,10
475,vigano,aggramar,469.0,2020-06-10,-5 days +00:00:00.000000000,0.0,active,6,2,5,12,11,8,28,30,59,1,0,3,2,9,16,17,27,0,9,0,3,8,7,1,26,17,48,55,25,7,4,12,6,1,3,35,13,0,0,8,5,0,31,0,5,27,39,18,39,57,11,97,2,0,17,11,0,4,2,30,20,69,5,0,2,52,15,0,19,5,19,3,0,1,2,27,1,4,9,3,4,3,2,4,0,8
476,raogrimm,silvermoon,455.0,2020-06-09,-4 days +00:00:00.000000000,0.0,active,8,3,35,12,15,11,24,31,103,1,0,3,3,30,29,55,28,2,21,1,43,13,40,1,49,31,85,62,45,9,41,31,6,3,5,35,44,0,0,8,6,2,36,1,38,31,55,20,39,56,23,178,10,8,21,13,5,21,16,76,21,81,30,2,3,59,33,2,20,83,19,9,0,2,2,43,4,6,9,12,9,4,12,12,3,11
477,børg,silvermoon,345.0,2020-05-08,28 days 00:00:00.000000000,0.0,active,4,1,1,12,14,2,17,26,35,0,0,2,2,10,6,0,25,2,6,0,9,6,4,0,8,0,26,1,1,5,24,15,3,1,0,35,11,0,0,4,0,0,8,0,23,7,9,4,17,40,6,24,2,0,18,11,2,12,8,16,0,6,1,1,0,44,17,1,17,3,19,5,0,0,0,13,0,2,5,1,2,3,2,6,0,10
478,rashidi,silvermoon,354.0,2020-05-16,20 days 00:00:00.000000000,0.0,active,3,2,1,12,0,2,17,26,39,0,0,2,1,9,7,5,25,1,7,0,10,6,7,0,14,2,32,1,1,5,21,15,3,2,0,35,12,0,0,3,1,0,8,0,15,7,10,5,17,40,7,53,1,8,3,11,0,1,1,17,0,6,1,1,0,43,22,0,13,20,19,5,0,0,0,13,0,2,5,1,2,3,0,6,2,10
479,corneilia,silvermoon,245.0,2020-05-08,28 days 00:00:00.000000000,0.0,active,4,1,1,12,14,2,17,26,35,0,0,2,4,11,8,1,25,1,11,1,20,10,7,0,15,0,28,1,2,7,28,15,1,1,0,35,12,0,0,3,0,0,8,0,21,8,9,4,17,40,11,72,2,1,4,11,0,7,14,17,0,6,1,1,0,45,24,0,16,44,19,5,0,0,0,32,0,2,5,1,2,3,2,6,1,10
480,ghemp,silvermoon,340.0,2020-05-15,21 days 00:00:00.000000000,0.0,active,3,1,1,12,6,2,17,26,35,0,0,2,0,11,8,5,26,1,5,0,11,7,5,0,15,0,35,25,1,5,24,13,1,1,0,35,11,0,0,2,0,0,8,0,21,7,9,4,17,40,5,36,2,5,3,11,0,5,8,15,2,2,1,1,0,43,23,1,14,4,19,5,0,0,0,16,0,2,5,1,2,3,2,6,1,10
481,ponono,silvermoon,296.0,2020-05-08,28 days 00:00:00.000000000,0.0,active,4,1,1,12,14,2,17,26,35,0,0,2,0,15,6,8,25,2,7,0,6,6,4,0,9,0,24,1,1,5,11,11,2,0,0,35,11,0,0,2,0,0,8,0,5,7,10,4,17,40,5,21,1,7,15,11,0,8,6,15,0,6,1,1,0,43,19,1,15,4,19,5,0,0,0,14,0,2,5,1,2,3,0,6,0,10
482,waoud,silvermoon,236.0,2020-05-21,15 days 00:00:00.000000000,0.0,active,3,1,1,12,2,2,17,26,35,0,0,2,0,13,6,12,25,1,6,0,6,6,4,0,21,2,36,1,2,5,1,10,3,1,0,35,13,0,0,2,1,0,8,0,3,7,9,4,17,40,12,35,1,5,3,11,0,1,1,17,2,6,1,1,0,42,19,1,16,4,19,5,0,0,0,15,0,2,5,1,2,3,0,6,1,10
483,gumbah,silvermoon,258.0,2020-04-07,59 days 00:00:00.000000000,1.0,risk,4,1,1,12,0,2,17,26,35,0,0,2,0,12,5,16,25,0,4,0,5,6,4,0,8,0,25,1,1,5,1,12,3,0,0,35,13,0,0,2,0,0,8,0,3,7,10,4,17,40,4,21,1,1,3,11,0,1,1,15,0,2,1,1,0,43,17,1,12,3,19,5,0,0,0,14,0,2,5,1,2,3,0,6,0,10
484,narcheral,silvermoon,232.0,2020-02-04,122 days 00:00:00.000000000,1.0,risk,3,0,1,12,0,1,17,26,27,0,0,2,0,4,5,3,21,0,1,1,2,2,5,0,2,0,20,1,1,5,1,7,1,0,0,35,10,0,0,1,0,0,8,0,3,6,1,3,17,40,9,18,3,4,3,11,0,0,0,1,0,2,1,0,0,38,5,0,10,3,19,1,0,0,0,3,0,2,5,1,1,1,0,2,0,1
485,oggbi,silvermoon,246.0,2020-02-04,122 days 00:00:00.000000000,1.0,risk,3,0,1,12,0,1,17,26,27,0,0,2,0,0,7,0,20,0,1,0,2,2,4,0,2,0,23,1,2,5,1,10,1,0,0,35,5,0,0,2,0,0,8,0,3,6,1,3,17,40,3,3,0,0,3,11,0,0,0,1,0,2,1,0,0,38,8,0,11,3,19,1,0,0,0,2,0,2,5,1,1,1,0,2,0,0
486,lungo,silvermoon,243.0,2020-05-08,28 days 00:00:00.000000000,0.0,active,3,0,1,12,2,1,17,26,35,0,0,2,0,1,4,0,25,1,3,1,2,4,4,0,10,0,28,1,2,4,1,11,1,1,0,35,4,0,0,1,0,0,8,0,4,6,5,4,17,40,1,26,0,0,3,11,0,0,0,4,0,2,1,0,0,39,13,0,13,3,19,2,0,0,0,7,0,2,5,1,1,1,0,6,0,5
487,alancia,silvermoon,454.0,2020-06-09,-4 days +00:00:00.000000000,0.0,active,5,0,2,12,15,1,19,28,80,0,0,3,2,2,4,11,27,1,2,0,9,5,5,0,28,1,60,4,3,4,3,14,2,1,0,35,19,0,0,4,5,0,35,1,7,6,28,17,21,42,9,64,2,1,19,12,0,1,0,17,0,4,1,2,0,44,17,0,18,41,19,2,0,0,0,14,0,2,9,8,1,1,0,9,1,5
488,rapha,silvermoon,239.0,2020-05-08,28 days 00:00:00.000000000,0.0,active,3,0,1,12,0,1,17,26,35,0,0,2,0,1,4,0,25,1,3,0,2,4,4,0,4,0,25,1,1,4,1,8,1,0,0,35,3,0,0,0,0,0,8,0,3,6,5,4,17,40,7,15,2,4,3,11,0,0,0,3,0,3,1,1,0,40,12,0,12,3,19,2,0,0,0,11,0,2,5,1,1,1,0,6,0,5
489,nureha,silvermoon,247.0,2020-04-22,44 days 00:00:00.000000000,1.0,risk,5,0,1,12,0,1,17,26,35,0,0,2,0,1,4,0,24,0,0,0,2,4,4,0,4,0,26,1,1,4,1,7,1,0,0,35,1,0,0,0,0,0,8,0,3,6,5,4,17,40,1,18,0,0,3,11,0,0,0,3,0,2,1,1,0,40,11,0,10,3,19,2,0,0,0,7,0,2,5,1,1,1,0,6,0,5
490,claidie,silvermoon,230.0,2020-04-20,46 days 00:00:00.000000000,1.0,risk,5,0,1,12,0,1,17,26,35,0,0,2,0,1,4,0,24,0,0,0,2,4,4,0,4,0,24,1,1,4,1,6,1,0,0,35,1,0,0,0,0,0,8,0,3,6,5,4,17,40,1,15,0,0,3,11,0,0,0,4,0,2,1,1,0,39,8,0,9,3,19,2,0,0,0,7,0,2,5,1,1,0,0,6,0,5
491,bòrg,silvermoon,329.0,2020-05-08,28 days 00:00:00.000000000,0.0,active,3,0,1,12,14,1,17,26,35,0,0,2,2,2,4,0,25,3,1,0,2,4,4,0,6,0,24,5,1,4,24,14,1,1,0,35,4,0,0,3,0,0,8,0,23,6,5,4,17,40,1,15,0,0,18,11,2,9,7,4,0,6,1,1,0,40,13,1,16,3,19,2,0,0,0,8,0,2,5,1,1,2,2,6,0,5
492,sonono,silvermoon,227.0,2020-05-08,28 days 00:00:00.000000000,0.0,active,3,0,1,12,14,1,17,26,35,0,0,2,0,2,4,0,25,2,2,0,2,4,3,0,6,0,24,1,1,4,9,8,1,0,0,35,5,0,0,0,0,0,8,0,5,6,5,4,17,40,1,15,0,6,14,11,0,6,4,4,0,6,1,1,0,39,14,0,13,3,19,2,0,0,0,7,0,2,5,1,1,1,0,6,0,5
493,shoto,silvermoon,352.0,2020-05-08,28 days 00:00:00.000000000,0.0,active,4,1,1,12,0,2,17,26,35,0,0,2,0,7,2,0,25,0,4,0,2,6,0,0,7,0,22,0,1,4,1,4,3,0,0,35,2,0,0,2,0,0,8,0,3,7,10,4,17,40,1,17,0,0,3,11,0,1,1,15,0,6,1,0,0,42,11,1,9,3,19,5,0,0,0,13,0,2,5,1,2,0,0,6,0,10
494,lasswell,silvermoon,241.0,2020-05-15,21 days 00:00:00.000000000,0.0,active,4,1,1,12,0,2,17,26,35,0,0,2,0,7,0,0,25,1,4,0,2,6,1,0,7,0,17,0,1,4,1,3,1,1,0,35,2,0,0,7,1,0,8,0,3,7,12,4,17,40,1,17,0,0,3,11,0,1,1,14,0,2,1,0,0,43,11,1,9,3,19,5,0,0,0,12,0,2,5,1,2,0,0,6,0,10
495,endora,silvermoon,397.0,2020-05-21,15 days 00:00:00.000000000,0.0,active,3,1,1,12,0,2,17,26,42,0,0,2,0,7,0,0,24,1,4,0,2,6,1,0,7,0,9,0,1,4,1,4,1,0,0,35,2,0,0,4,1,0,8,0,3,7,10,4,17,40,1,17,0,0,3,11,0,0,0,13,0,2,1,0,0,38,11,0,7,3,19,2,0,0,0,11,0,2,5,1,2,1,0,6,0,9
496,survaysays,greymane,446.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,2,2,12,9,2,2,12,20,26,0,0,1,0,29,25,49,27,2,16,1,26,5,4,0,41,10,64,17,2,5,23,15,4,1,0,35,20,0,0,13,6,0,27,0,20,20,42,16,12,28,33,149,2,9,10,11,0,14,10,53,21,59,6,1,0,43,26,0,18,90,11,6,0,1,1,46,4,1,2,6,2,3,4,6,0,11
497,surveysez,greymane,460.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,6,6,93,8,15,8,29,32,98,2,0,6,3,33,41,49,28,3,26,1,43,14,35,0,52,33,77,62,3,9,42,29,6,3,4,36,42,0,0,16,6,0,35,1,36,32,65,20,42,67,62,179,11,12,17,12,5,23,16,76,30,80,38,2,3,64,35,0,20,106,19,6,0,1,1,54,4,4,14,8,9,4,10,6,4,12
498,warkrayzie,detheroc,277.0,2019-08-24,286 days 00:00:00.000000000,2.0,lapsed,3,1,0,6,0,5,0,8,21,0,0,2,0,3,3,27,23,0,2,0,0,3,8,0,17,3,41,4,25,2,1,9,3,1,2,39,2,0,0,4,2,0,22,1,0,7,10,13,11,21,8,2,4,0,0,9,0,1,0,7,7,10,0,0,1,57,11,2,12,8,17,2,1,1,2,7,0,1,2,3,2,1,0,5,0,1
499,doctoradam,shadowmoon,362.0,2020-06-09,-4 days +00:00:00.000000000,0.0,active,3,2,0,3,0,2,3,2,29,0,0,0,0,10,10,6,26,0,7,0,0,7,2,1,11,0,10,0,0,6,23,10,5,1,1,39,4,0,0,4,1,0,5,0,17,5,16,9,22,2,14,63,2,1,0,9,0,1,5,16,8,0,0,0,1,55,22,2,17,8,12,6,1,1,0,39,0,1,0,2,3,3,5,5,0,11
500,hatsume,shadowmoon,447.0,2020-06-14,-9 days +00:00:00.000000000,0.0,active,4,2,0,3,0,3,4,2,32,0,0,0,0,10,5,0,27,0,10,0,0,5,2,0,22,14,18,41,1,4,23,8,3,1,3,39,8,0,0,3,4,1,0,1,18,5,8,6,8,1,4,40,1,0,0,9,0,2,6,15,3,2,0,0,1,55,12,2,17,5,12,4,1,0,0,33,0,1,3,6,2,0,4,2,0,10
501,polygons,shadowmoon,431.0,2020-01-22,135 days 00:00:00.000000000,1.0,risk,4,3,0,3,6,3,24,15,45,1,0,1,2,15,15,0,27,1,17,0,4,8,3,0,14,13,15,39,2,6,23,21,4,3,3,39,7,0,0,8,4,0,14,2,19,10,34,18,36,21,25,57,5,2,0,9,0,14,10,26,12,17,2,0,2,57,20,2,16,15,12,3,1,2,1,38,0,1,3,10,4,4,10,1,1,11
502,madman,shadowmoon,414.0,2020-06-15,-10 days +00:00:00.000000000,0.0,active,7,5,0,9,2,2,7,6,29,4,1,0,0,18,12,0,28,1,8,0,3,10,6,1,14,15,15,38,0,6,22,18,4,1,5,39,10,0,0,3,2,0,1,3,18,10,25,19,25,20,23,29,3,3,1,9,1,4,4,21,16,13,4,0,2,63,25,1,19,10,19,2,3,2,5,25,1,6,0,8,8,4,10,2,1,11
503,shonjo,shadowmoon,386.0,2019-09-27,252 days 00:00:00.000000000,2.0,lapsed,4,3,0,5,0,2,15,9,45,4,1,1,0,14,9,47,27,0,8,0,0,11,6,1,12,12,17,38,1,6,23,16,5,1,2,39,4,0,0,5,2,0,12,2,18,11,35,19,32,53,26,121,0,1,1,9,0,7,3,23,6,25,4,0,2,55,19,1,16,30,19,2,3,2,5,19,1,5,0,8,5,0,10,2,1,6
504,themadman,shadowmoon,471.0,2020-06-17,-12 days +00:00:00.000000000,0.0,active,8,7,0,16,6,6,20,21,51,4,1,4,1,17,13,37,27,0,13,0,23,12,3,1,24,13,20,39,2,7,23,20,3,3,5,40,18,0,0,6,7,3,24,5,19,10,24,18,34,48,26,82,1,3,1,9,0,19,10,22,17,24,2,0,2,65,29,1,20,30,22,2,4,2,5,35,1,8,13,8,11,1,11,5,1,10
505,azzarelo,shadowmoon,450.0,2020-06-10,-5 days +00:00:00.000000000,0.0,active,8,4,2,10,14,7,28,22,50,3,1,4,4,28,20,36,28,1,10,0,20,14,3,1,22,23,40,35,4,7,26,24,3,3,4,40,19,0,0,8,6,0,31,2,21,17,19,15,33,45,17,117,4,5,2,9,0,18,9,42,23,33,10,0,2,65,26,1,20,36,18,2,2,2,3,32,3,6,11,9,7,2,11,5,1,10
506,cyberbully,shadowmoon,418.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,5,3,2,10,5,4,23,21,50,3,1,4,2,22,21,35,27,1,10,0,14,9,5,1,15,24,35,35,3,5,25,22,3,1,3,40,18,0,0,8,6,1,25,1,19,17,20,14,33,43,11,106,5,3,2,9,0,6,2,33,20,29,10,0,2,63,22,1,16,36,18,2,3,2,3,36,3,6,11,8,6,1,12,4,0,9
