,player,realm,gear_score,last_login,time_since_login,engagement,status,Alterac Valley,Arathi Basin,Archaeology,Arena,Argent Tournament,Ashran,Battle Dungeon,Battle Raid,Battle for Azeroth,Battle for Gilneas,Battlegrounds,Brawler's Guild,Brewfest,Cataclysm,Cataclysm Dungeon,Cataclysm Raid,Character,Children's Week,Classic,Collections,Cooking,Currencies,Darkmoon Faire,Deepwind Gorge,Draenor,Draenor Dungeon,Draenor Garrison,Draenor Raid,Dungeons,Dungeons & Raids,Eastern Kingdoms,Events,Expansion Features,Exploration,Eye of the Storm,Feats of Strength,Fishing,General,Guild Feats of Strength,Hallow's End,Heart of Azeroth,Honor,Island Expeditions,Isle of Conquest,Kalimdor,Legacy,Legion,Legion Class Hall,Legion Dungeon,Legion Raid,Lich King Dungeon,Lich King Raid,Love is in the Air,Lunar Festival,Midsummer,Mounts,Noblegarden,Northrend,Outland,Pandaria,Pandaria Dungeon,Pandaria Raid,Pandaria Scenarios,Pet Battles,Pilgrim's Bounty,Player vs. Player,Professions,Promotions,Quests,Raids,Rated Battleground,Reputation,Seething Shore,Silvershard Mines,Temple of Kotmogu,The Burning Crusade,Tol Barad,Twin Peaks,Visions of N'Zoth,War Effort,Warsong Gulch,Winter Veil,Wintergrasp,World,World Events,Wrath of the Lich King
0,airgeyser,proudmoore,384.0,2020-05-19,17 days 00:00:00.000000000,0.0,active,2,1,14,4,5,2,6,18,26,0,0,3,3,11,0,1,25,0,13,1,10,3,13,0,11,2,7,3,5,1,2,4,0,0,0,38,3,0,0,5,2,0,4,0,0,10,8,2,0,2,5,19,4,0,3,5,4,3,2,14,11,1,0,0,0,24,13,1,12,5,1,4,1,0,0,13,0,1,0,3,1,1,0,5,0,11
1,bellabuns,proudmoore,438.0,2020-03-21,76 days 00:00:00.000000000,1.0,risk,1,1,10,1,0,2,29,19,20,0,0,3,0,2,9,0,22,0,2,0,1,0,12,0,7,2,4,3,5,5,2,3,0,1,0,38,2,0,0,0,5,0,2,0,0,9,7,3,0,1,0,0,0,0,2,5,1,0,1,11,10,1,0,0,0,21,9,1,6,3,1,2,1,0,0,10,0,1,0,3,1,0,0,5,0,4
2,khaylo,proudmoore,411.0,2019-12-02,186 days 00:00:00.000000000,1.0,risk,1,1,10,1,0,2,28,20,27,0,0,3,0,2,9,0,23,0,2,0,1,0,12,0,7,2,4,3,5,4,2,3,2,1,0,38,2,0,0,0,5,0,2,0,0,9,13,7,0,11,0,0,0,0,2,5,1,0,1,11,14,1,0,0,0,21,10,1,7,3,1,2,1,0,0,10,0,1,0,4,1,0,0,5,0,4
3,tharivool,proudmoore,421.0,2020-06-06,-1 days +00:00:00.000000000,0.0,active,1,1,10,1,0,2,18,20,25,0,0,3,0,9,2,12,25,0,16,0,1,4,13,0,9,14,8,25,5,5,1,2,0,1,0,38,1,0,0,0,3,0,11,0,0,5,11,5,0,47,9,41,0,0,2,5,1,1,2,14,16,4,0,0,0,23,11,1,14,2,1,5,1,0,0,10,0,1,0,4,1,0,0,4,0,11
4,tgsmokey,proudmoore,420.0,2020-01-12,145 days 00:00:00.000000000,1.0,risk,3,3,10,5,0,7,26,31,40,2,2,5,1,8,11,14,28,0,5,0,14,7,12,1,8,11,18,38,6,6,4,10,3,1,4,38,15,0,0,1,4,0,25,5,1,6,23,14,34,51,10,82,2,4,2,5,0,0,1,14,20,46,2,0,0,39,23,1,16,12,1,3,1,2,4,11,1,5,0,6,5,3,1,7,0,5
5,yareij,proudmoore,455.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,2,1,10,1,0,5,12,5,27,1,1,4,1,8,10,11,26,0,3,0,0,5,12,0,9,4,5,23,6,0,1,5,0,1,0,38,2,0,0,0,5,0,1,2,0,5,11,2,4,35,7,20,0,0,2,5,0,0,2,13,17,29,2,0,0,22,15,1,12,3,1,3,1,0,1,11,1,3,5,1,1,0,0,7,0,8
6,oretenbro,proudmoore,448.0,2020-06-09,-4 days +00:00:00.000000000,0.0,active,2,0,10,0,0,2,18,4,21,0,0,4,0,8,1,11,25,0,12,0,1,4,14,0,7,3,3,23,5,3,1,6,0,1,0,38,10,0,0,3,6,0,6,1,0,5,10,3,6,35,8,18,1,1,2,5,0,1,2,13,5,25,2,0,0,24,11,1,9,2,1,3,1,0,0,15,0,1,4,1,1,0,0,6,0,10
7,connorpriest,proudmoore,407.0,2020-06-12,-7 days +00:00:00.000000000,0.0,active,2,2,1,0,0,2,1,1,21,1,0,2,0,8,0,0,25,0,9,0,0,4,13,1,7,2,4,2,4,0,4,1,0,1,2,38,0,0,0,0,2,2,0,1,0,5,8,2,1,1,6,13,0,2,1,5,0,1,2,13,6,0,2,0,0,26,11,1,12,2,1,5,1,1,1,14,0,4,0,1,4,0,0,7,0,10
8,rágs,proudmoore,423.0,2020-06-12,-7 days +00:00:00.000000000,0.0,active,2,1,1,0,0,2,7,5,23,0,0,1,0,9,2,0,25,0,3,0,0,4,12,0,8,11,4,0,4,2,2,2,1,1,0,38,0,0,0,0,2,0,15,1,0,5,8,4,1,0,3,13,4,0,1,5,0,1,2,13,0,1,2,0,0,20,12,1,10,1,1,4,0,0,0,16,0,2,0,4,1,0,0,5,0,10
9,cubansalad,proudmoore,446.0,2020-05-29,7 days 00:00:00.000000000,0.0,active,4,2,1,4,0,3,22,8,21,1,1,1,0,9,0,0,26,0,4,0,0,7,13,1,7,6,10,2,4,4,3,4,1,1,3,38,2,0,0,2,4,0,18,2,0,6,7,4,6,0,1,17,1,0,1,5,0,1,2,15,14,3,2,0,0,34,10,1,10,1,14,3,1,2,4,11,1,4,3,5,3,0,0,5,0,10
10,maurence,proudmoore,468.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,3,2,1,1,0,2,27,3,23,1,0,1,0,17,14,16,28,0,4,0,3,4,12,1,14,15,23,12,4,6,23,5,4,1,2,38,0,0,0,2,7,0,1,1,19,8,17,14,30,12,2,31,1,1,1,5,0,1,2,22,15,15,4,0,0,29,18,1,17,2,6,3,0,3,2,18,0,2,2,6,4,0,0,3,0,11
11,sooty,proudmoore,444.0,2020-06-14,-9 days +00:00:00.000000000,0.0,active,2,1,1,0,0,2,1,0,23,0,0,1,0,9,5,0,25,0,14,0,0,4,12,0,7,0,5,0,4,0,0,2,0,0,0,38,1,0,0,0,4,0,0,0,0,6,8,4,0,0,7,17,0,0,1,5,0,1,1,13,5,11,4,0,0,23,11,1,12,1,6,7,0,1,0,19,0,0,2,1,1,0,0,7,0,11
12,percules,proudmoore,447.0,2020-05-23,13 days 00:00:00.000000000,0.0,active,2,1,1,1,0,2,27,11,34,0,0,1,0,9,0,0,25,0,4,0,0,4,12,0,6,0,9,49,4,3,0,2,4,1,0,38,1,0,0,0,5,0,1,0,0,6,31,15,32,29,1,42,0,0,1,5,0,1,1,12,0,5,1,0,0,25,10,1,14,12,6,3,0,2,0,12,0,0,3,5,1,0,0,4,0,10
13,elbandito,proudmoore,437.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,2,1,1,0,0,2,9,4,21,0,0,1,0,9,12,0,25,0,18,0,0,4,21,0,9,0,5,0,4,3,0,1,0,0,0,38,1,0,0,0,2,0,0,0,0,6,9,4,1,0,7,16,0,0,1,5,0,1,1,13,10,0,1,0,0,23,10,1,12,4,6,3,0,0,0,18,0,0,0,3,1,0,0,2,0,10
14,candrin,proudmoore,384.0,2020-03-31,66 days 00:00:00.000000000,1.0,risk,2,1,1,0,0,2,0,2,22,0,0,1,0,9,8,0,22,0,6,0,1,4,18,0,10,0,5,0,4,1,4,1,0,1,0,38,4,0,0,0,1,0,0,0,0,6,8,4,0,0,2,32,0,0,1,5,0,3,1,13,0,0,1,0,0,22,12,1,13,1,4,7,0,0,0,13,0,0,0,2,1,0,0,2,0,11
15,calsea,proudmoore,245.0,2020-05-27,9 days 00:00:00.000000000,0.0,active,2,2,1,0,0,2,1,0,20,1,0,0,0,9,0,22,23,0,6,0,0,4,16,1,7,2,16,27,4,1,3,2,2,1,2,38,1,0,0,4,1,0,1,0,0,5,7,3,11,13,3,32,0,0,1,5,0,3,1,13,1,28,0,0,0,25,11,1,10,1,4,3,0,1,1,11,0,1,0,1,2,0,0,2,0,10
16,mozzabella,proudmoore,456.0,2020-03-25,72 days 00:00:00.000000000,1.0,risk,1,1,1,0,0,2,22,7,18,0,0,0,0,4,9,10,25,0,19,0,0,0,13,0,4,12,3,1,4,5,2,4,2,1,0,38,1,0,0,3,5,0,0,0,0,4,7,3,9,3,10,30,0,0,1,5,0,0,0,9,9,44,0,0,0,14,6,1,9,2,4,3,0,1,0,19,0,0,2,4,1,1,0,2,0,4
17,scarlight,proudmoore,468.0,2020-06-14,-9 days +00:00:00.000000000,0.0,active,1,1,1,0,0,2,10,9,29,0,0,0,0,4,0,1,28,0,13,0,0,3,13,0,6,1,5,1,4,3,0,4,0,1,0,38,1,0,0,0,7,0,0,0,0,4,8,3,0,0,0,22,0,0,1,5,0,0,0,10,0,13,0,0,0,17,13,1,12,2,4,3,0,0,0,5,0,0,5,4,1,1,0,2,0,5
18,scarmist,proudmoore,397.0,2020-05-31,5 days 00:00:00.000000000,0.0,active,1,1,1,0,0,2,0,1,27,0,0,0,0,4,0,1,23,0,17,0,0,3,13,0,6,1,5,1,4,0,0,4,0,0,0,38,1,0,0,2,2,0,0,0,0,4,8,2,0,0,9,22,0,0,1,5,0,0,0,10,6,13,0,0,0,16,11,1,10,1,4,3,0,0,0,12,0,0,0,2,1,1,0,2,0,5
19,flatearth,proudmoore,453.0,2020-04-16,50 days 00:00:00.000000000,1.0,risk,8,4,1,9,7,8,33,25,56,2,2,0,2,18,24,33,25,0,12,0,34,14,12,2,9,22,30,27,37,7,25,14,5,3,6,38,21,0,0,6,9,2,36,3,21,17,34,16,36,34,25,122,1,2,2,5,0,13,10,47,25,58,22,0,1,36,30,1,20,22,5,7,4,2,4,41,4,4,2,8,8,1,12,11,1,11
20,tòrment,proudmoore,389.0,2020-01-22,135 days 00:00:00.000000000,1.0,risk,4,2,8,5,6,4,3,1,19,2,2,0,1,26,19,42,26,1,8,1,28,13,14,2,6,8,44,13,21,4,26,15,5,2,4,37,14,0,0,6,5,2,2,1,20,19,16,13,28,8,21,151,3,5,2,5,0,18,8,62,24,75,15,0,1,30,21,1,20,83,4,4,4,2,2,39,4,3,0,3,4,5,10,10,2,12
21,ayayah,proudmoore,358.0,2020-02-03,123 days 00:00:00.000000000,1.0,risk,3,1,8,2,6,1,1,1,16,1,1,0,0,17,2,0,19,0,8,1,27,9,13,0,3,2,3,0,19,2,5,11,0,1,1,37,12,0,0,0,4,2,5,0,1,12,0,2,2,0,9,38,1,2,1,5,0,8,3,32,1,12,4,0,1,16,3,1,10,24,4,4,2,1,0,27,4,1,0,1,1,4,10,3,2,10
22,redwak,proudmoore,470.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,4,2,1,2,0,2,19,21,29,2,0,0,1,13,1,0,26,0,8,1,3,6,15,1,8,2,5,0,4,5,2,3,0,1,4,37,0,0,0,4,9,1,4,1,0,5,8,4,0,0,6,20,1,0,1,5,0,3,1,24,3,3,1,0,0,24,13,1,14,10,3,8,3,1,3,27,0,1,13,5,3,1,3,1,0,11
23,spartafotm,proudmoore,394.0,2019-11-13,205 days 00:00:00.000000000,1.0,risk,2,1,1,1,0,1,5,10,22,1,0,0,0,2,0,0,21,0,4,0,2,0,0,0,0,0,1,0,4,3,0,0,0,1,0,37,0,0,0,0,6,1,0,0,0,5,0,3,0,0,0,1,0,0,1,5,0,0,0,6,10,0,0,0,0,15,5,1,9,7,3,5,3,0,0,4,0,0,13,3,1,1,0,1,0,4
24,thenoblehobo,proudmoore,443.0,2020-06-12,-7 days +00:00:00.000000000,0.0,active,4,2,1,5,0,1,25,11,25,1,1,1,0,3,12,13,27,0,18,0,2,3,0,0,1,4,6,0,4,6,1,1,5,1,4,37,0,0,0,0,9,0,19,1,0,5,28,19,44,20,12,22,0,0,1,5,0,1,1,7,17,0,0,0,0,28,11,1,13,8,4,4,4,1,4,17,0,4,10,6,4,1,0,5,0,4
25,xandracan,proudmoore,413.0,2020-05-27,9 days 00:00:00.000000000,0.0,active,1,1,1,0,0,1,12,0,18,0,0,0,0,3,0,0,26,0,3,0,2,3,1,0,5,0,4,3,4,2,0,2,0,1,0,37,0,0,0,2,5,0,0,0,0,5,10,2,2,9,1,17,0,4,2,5,0,1,1,8,15,0,0,0,0,18,10,1,8,6,3,4,0,0,0,5,0,0,1,3,1,0,0,3,0,6
26,feelsbad,proudmoore,398.0,2020-05-27,9 days 00:00:00.000000000,0.0,active,2,2,1,3,0,5,4,1,17,1,0,0,0,4,12,13,27,0,3,0,2,6,1,1,8,4,9,6,4,5,23,4,2,1,4,37,0,0,0,4,4,0,1,1,18,6,11,4,18,7,1,83,1,5,2,5,3,1,1,14,12,4,0,0,0,26,11,1,10,21,5,4,0,1,5,11,0,4,1,2,3,0,1,3,0,6
27,bigglës,proudmoore,422.0,2020-04-05,61 days 00:00:00.000000000,1.0,risk,3,2,1,1,0,5,15,1,22,2,0,0,0,10,15,47,28,0,8,0,3,6,0,1,20,27,35,49,6,6,4,8,6,1,3,37,0,0,0,4,6,0,10,1,0,15,37,20,45,38,19,101,2,2,1,5,3,1,1,14,22,71,4,0,0,28,17,1,17,70,11,5,0,2,5,33,0,5,1,4,5,0,0,3,1,9
28,yazun,proudmoore,460.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,2,1,1,0,0,2,28,7,34,0,0,0,0,8,12,15,26,0,6,0,3,3,0,0,6,11,10,10,4,6,1,3,1,1,0,37,1,0,0,0,8,0,32,0,0,8,16,7,13,21,25,35,0,1,1,5,2,1,1,16,0,0,0,0,0,23,10,1,15,14,4,3,0,0,0,24,0,0,6,6,1,0,4,3,1,9
29,yazonia,proudmoore,468.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,2,3,1,2,0,3,27,36,63,1,1,1,0,7,18,15,28,0,5,0,5,3,1,1,6,11,7,45,4,7,2,4,6,1,4,37,10,0,0,4,9,1,40,0,1,8,25,16,36,34,7,84,0,1,1,5,2,1,1,17,16,36,0,0,0,30,13,1,16,17,10,4,4,2,5,30,0,4,12,7,5,0,7,4,1,9
30,yazo,proudmoore,429.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,2,1,1,0,0,2,25,1,30,0,0,0,0,7,9,21,26,0,10,0,2,3,1,0,6,11,7,17,4,4,6,3,3,1,0,37,2,0,0,1,3,0,17,0,0,9,10,4,13,18,2,20,0,1,2,5,2,1,1,14,1,4,0,0,0,20,11,1,13,14,3,3,0,0,0,17,0,0,1,6,1,0,4,3,1,9
31,hydronox,proudmoore,476.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,2,2,5,2,1,2,30,33,50,1,0,1,2,18,14,48,28,0,7,0,5,10,1,1,9,17,26,46,6,7,25,9,5,2,3,37,7,0,0,3,8,0,31,0,20,18,36,17,38,39,21,95,1,1,2,5,2,8,2,37,25,69,22,0,0,30,26,1,18,31,4,3,0,1,3,23,2,2,16,6,4,1,2,3,1,8
32,veralis,proudmoore,446.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,2,1,5,1,1,2,24,10,25,1,0,0,0,13,0,0,28,0,2,0,3,8,0,0,5,2,12,3,5,4,3,5,2,2,2,37,1,0,0,4,4,0,7,0,1,11,15,3,6,55,3,49,1,1,2,5,0,6,2,24,13,6,9,0,0,26,13,1,10,13,4,3,0,1,2,14,2,0,2,7,1,0,1,3,0,8
33,neshoda,proudmoore,431.0,2020-06-11,-6 days +00:00:00.000000000,0.0,active,4,2,1,6,0,2,28,22,41,1,0,0,1,23,8,1,26,1,9,0,18,9,0,1,9,6,21,28,6,6,24,9,2,1,4,37,9,0,0,3,5,0,31,1,19,9,15,7,3,38,16,98,1,1,2,5,0,14,8,22,18,14,6,0,0,32,22,1,20,39,3,3,0,1,3,30,2,3,0,9,5,1,10,4,1,11
34,oretenn,proudmoore,451.0,2020-06-07,-2 days +00:00:00.000000000,0.0,active,2,2,1,1,0,2,24,19,35,0,0,1,0,16,4,1,25,1,5,0,14,4,2,0,6,2,9,19,5,3,0,6,2,1,0,37,10,0,0,0,7,0,16,0,1,7,13,4,3,38,1,29,0,0,2,5,0,6,4,16,3,2,6,0,0,23,11,1,12,26,1,3,0,0,0,18,0,0,2,8,2,1,0,4,0,10
35,greygoose,proudmoore,382.0,2020-04-11,55 days 00:00:00.000000000,1.0,risk,2,1,1,1,0,2,12,19,27,0,0,1,0,15,2,1,24,1,4,0,14,4,2,0,5,0,8,13,5,3,0,4,2,1,0,37,9,0,0,0,7,0,15,0,1,7,12,3,3,38,11,36,0,0,2,5,0,6,2,17,2,48,6,0,0,23,11,1,7,27,1,3,0,0,0,15,0,0,2,8,1,1,0,4,0,9
36,vekzy,proudmoore,427.0,2020-05-26,10 days 00:00:00.000000000,0.0,active,2,1,1,0,0,4,16,8,30,0,0,0,0,15,9,0,24,1,15,0,4,4,0,0,9,0,8,0,4,3,0,4,0,1,1,37,1,0,0,0,4,0,6,0,1,7,8,4,0,41,8,19,0,0,1,5,0,6,2,16,5,1,4,0,0,22,11,1,14,15,1,4,0,0,1,10,0,0,0,4,1,0,0,1,0,9
37,cionko,proudmoore,415.0,2020-06-13,-8 days +00:00:00.000000000,0.0,active,2,1,1,0,0,3,5,6,23,0,0,0,0,11,10,0,24,0,5,0,3,4,0,0,5,0,5,0,4,1,0,4,0,0,0,37,0,0,0,0,3,0,11,0,0,7,8,2,0,1,1,13,1,0,1,5,0,1,1,16,0,1,4,0,0,16,11,1,11,13,1,4,0,0,0,9,0,0,0,2,1,0,0,1,0,9
38,railaya,proudmoore,474.0,2020-05-21,15 days 00:00:00.000000000,0.0,active,2,2,1,5,0,3,32,30,46,1,0,0,0,9,8,22,28,0,4,0,3,4,0,1,5,4,5,51,5,5,1,5,0,1,2,37,3,0,0,2,8,2,31,0,0,5,11,8,7,54,6,79,0,0,1,5,0,1,1,17,0,39,4,0,0,28,12,1,13,15,1,3,2,2,3,12,0,4,15,6,4,0,0,1,0,10
39,jaxxadin,proudmoore,471.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,2,2,1,3,0,2,33,28,30,1,0,0,0,9,9,0,25,0,3,0,2,4,0,1,6,0,4,4,5,5,0,4,0,1,2,37,1,0,0,0,8,1,22,0,0,5,8,2,0,39,1,17,0,0,1,5,0,1,1,17,0,0,4,0,0,26,13,1,11,12,1,4,1,1,2,10,0,2,13,5,3,0,0,1,0,9
40,lliandria,proudmoore,465.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,2,2,1,2,0,2,25,10,24,0,1,0,0,10,12,18,27,0,6,0,2,5,3,1,11,11,14,5,4,5,1,6,2,1,2,37,0,0,0,5,8,1,0,0,0,5,9,8,10,25,9,36,0,0,1,5,0,1,1,16,0,1,0,0,0,25,20,1,13,5,1,3,0,1,2,23,0,1,5,6,1,0,0,1,0,7
41,killguy,proudmoore,456.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,3,2,1,4,0,2,11,7,30,2,1,0,0,11,2,6,27,0,12,0,2,4,1,1,5,0,7,2,4,2,0,7,4,1,3,37,6,0,0,1,7,1,18,1,0,5,16,10,8,33,1,38,0,0,1,5,0,1,1,15,0,1,0,0,0,28,18,1,13,5,2,3,3,3,2,14,0,4,5,7,5,1,0,1,0,7
42,inhel,proudmoore,466.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,2,2,3,3,0,2,28,18,40,1,1,0,1,11,15,35,28,0,6,0,21,4,2,1,16,30,50,39,6,6,2,17,4,1,0,37,19,0,0,4,7,1,33,0,1,17,24,13,39,34,17,104,1,1,3,5,0,3,1,44,26,29,16,1,0,27,22,1,18,36,2,3,3,2,1,20,0,3,4,6,2,3,4,1,1,9
43,casheashe,proudmoore,440.0,2020-06-05,0 days 00:00:00.000000000,0.0,active,3,1,1,3,1,2,20,5,23,1,1,0,2,16,8,0,27,0,7,0,21,7,0,1,8,4,25,3,4,5,23,10,2,1,0,37,13,0,0,3,4,1,21,0,18,5,20,10,21,16,15,29,3,2,1,5,0,5,9,20,0,0,0,0,0,23,14,1,19,6,2,3,3,1,0,26,0,3,2,5,2,2,8,1,0,9
44,vekzd,proudmoore,451.0,2020-06-01,4 days 00:00:00.000000000,0.0,active,2,2,1,4,0,4,29,11,42,2,0,0,1,14,1,34,28,0,20,0,3,7,1,0,9,0,11,40,4,4,8,7,0,1,3,37,2,0,0,0,6,1,18,0,11,5,12,5,4,45,11,37,0,0,1,5,0,1,9,16,3,37,0,0,0,25,13,1,16,7,1,4,1,1,0,11,0,2,2,6,1,0,6,1,0,9
45,raggtag,proudmoore,473.0,2020-06-17,-12 days +00:00:00.000000000,0.0,active,2,3,1,5,0,2,27,28,24,1,0,0,0,10,10,18,27,0,14,0,2,4,0,1,8,5,9,25,4,5,2,4,0,1,0,38,0,0,0,0,7,0,6,0,0,5,13,7,11,23,9,34,0,0,1,5,0,1,1,14,6,33,0,0,0,29,16,1,15,7,1,4,0,0,0,11,0,1,17,3,1,0,0,2,0,9
46,azraelah,proudmoore,466.0,2020-06-13,-8 days +00:00:00.000000000,0.0,active,2,3,1,8,11,3,25,17,38,1,0,0,1,10,3,15,28,0,4,0,2,8,0,1,13,6,17,11,4,6,0,5,3,1,3,38,1,0,0,3,6,0,17,0,0,7,15,12,26,30,18,48,1,0,1,5,0,1,1,18,19,16,0,0,0,35,20,1,15,42,2,3,0,1,2,20,0,4,2,6,4,0,0,1,0,7
47,vekznotvek,proudmoore,446.0,2020-05-26,10 days 00:00:00.000000000,0.0,active,2,1,1,0,7,2,19,5,22,0,0,0,1,9,0,0,25,0,3,0,2,4,0,0,6,0,5,0,4,3,0,5,0,0,2,38,0,0,0,0,5,0,0,0,0,5,8,3,0,0,4,17,0,0,1,5,0,1,1,16,2,0,0,0,0,24,11,1,10,6,1,4,1,0,0,10,0,1,2,2,1,0,0,1,0,8
48,pometini,proudmoore,472.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,3,2,2,0,1,2,28,25,29,0,0,0,1,12,18,29,28,1,11,0,21,9,1,0,14,21,63,20,7,7,23,16,3,2,1,38,22,0,0,6,7,0,2,0,18,17,23,13,32,16,20,96,4,2,2,5,0,16,5,33,12,35,33,0,0,25,23,1,19,60,1,5,1,1,1,37,0,1,5,8,1,3,9,4,0,10
49,railmage,proudmoore,469.0,2020-05-21,15 days 00:00:00.000000000,0.0,active,2,1,1,0,1,2,20,27,24,0,0,0,0,8,6,11,27,1,12,0,17,4,0,0,10,0,33,2,6,4,6,10,0,0,0,38,16,0,0,0,6,0,5,0,0,10,12,3,3,26,9,63,1,0,1,5,0,4,2,20,3,3,19,0,0,21,10,1,14,8,1,3,0,0,0,15,0,0,14,2,1,0,0,4,0,10
50,gnomeansí,proudmoore,438.0,2020-01-05,152 days 00:00:00.000000000,1.0,risk,1,1,1,0,1,2,28,21,16,0,0,0,0,3,0,11,22,1,5,0,17,1,0,1,7,10,31,2,6,4,3,11,0,1,4,38,15,0,0,0,5,0,6,0,0,10,3,3,1,25,0,42,1,0,1,5,0,2,1,19,0,3,19,0,0,21,3,1,5,7,1,2,2,1,0,13,0,0,14,6,1,0,0,6,0,6
51,pyrobag,proudmoore,434.0,2020-04-15,51 days 00:00:00.000000000,1.0,risk,1,1,1,0,1,2,24,16,31,0,0,0,0,3,0,11,26,1,4,0,17,3,1,0,8,5,32,2,5,4,3,9,0,1,0,38,15,0,0,0,5,0,0,0,5,10,9,3,5,18,10,47,1,0,1,5,0,1,2,18,6,3,5,0,0,20,6,1,14,7,1,3,1,0,0,16,0,0,7,3,1,0,4,3,0,3
52,railsly,proudmoore,442.0,2020-04-05,61 days 00:00:00.000000000,1.0,risk,2,1,1,1,1,2,26,14,30,1,0,0,1,12,10,19,28,1,16,0,11,4,1,0,12,0,34,27,5,6,17,11,3,1,3,38,22,0,0,4,5,0,19,0,10,10,18,8,23,7,19,62,2,1,1,5,0,2,1,35,18,24,10,0,0,24,12,1,20,9,1,3,0,1,1,32,1,0,1,2,4,0,0,2,0,10
53,chingaderas,proudmoore,440.0,2019-11-30,188 days 00:00:00.000000000,1.0,risk,2,1,1,1,1,2,24,15,33,1,0,1,0,12,10,19,24,1,16,0,10,4,1,0,10,0,34,27,5,4,16,11,3,1,3,38,17,0,0,5,5,0,15,0,6,10,17,8,23,7,19,62,2,1,1,5,0,2,1,35,18,24,10,0,0,21,10,1,12,8,1,3,0,1,1,32,1,0,1,2,4,0,0,3,0,10
54,chingpally,proudmoore,396.0,2019-11-26,192 days 00:00:00.000000000,1.0,risk,2,1,1,1,1,2,22,12,27,1,0,1,0,12,10,19,21,1,16,0,10,4,1,0,10,0,34,27,5,4,15,11,3,1,3,38,17,0,0,4,5,0,15,0,6,10,17,6,23,7,19,62,2,1,1,5,0,2,1,35,18,24,10,0,0,18,10,1,6,8,1,3,0,1,1,32,1,0,1,2,4,0,0,3,0,10
55,prenupts,proudmoore,465.0,2020-06-14,-9 days +00:00:00.000000000,0.0,active,1,2,1,11,1,2,28,13,22,1,1,0,0,3,9,10,26,1,4,0,10,4,0,1,10,2,30,27,5,6,2,11,0,1,2,38,15,0,0,4,6,1,18,0,3,10,9,5,5,1,1,29,1,0,1,5,0,2,1,34,14,24,10,0,0,30,10,1,9,8,1,3,3,1,2,14,0,1,5,6,4,0,0,3,0,5
56,kerriya,proudmoore,431.0,2020-04-06,60 days 00:00:00.000000000,1.0,risk,1,1,1,5,1,2,18,9,20,0,0,0,0,7,4,0,26,1,8,0,9,4,0,0,6,0,32,2,5,4,0,9,2,1,0,38,14,0,0,1,3,0,0,0,3,10,11,4,27,4,6,28,1,0,1,5,0,1,1,17,0,3,4,0,0,22,10,1,12,6,1,3,0,0,0,13,0,0,1,2,1,0,0,2,0,10
57,malkiana,proudmoore,427.0,2020-01-20,137 days 00:00:00.000000000,1.0,risk,1,0,1,5,1,2,16,10,44,1,0,1,0,6,3,0,24,1,17,0,1,4,0,0,6,3,23,2,5,3,2,9,0,1,0,38,8,0,0,0,6,0,9,0,2,10,7,5,6,0,8,6,1,0,1,5,0,1,0,14,2,1,4,0,0,21,5,1,16,6,1,3,0,0,0,10,0,0,2,4,1,1,0,2,0,4
58,railfrag,proudmoore,439.0,2020-04-17,49 days 00:00:00.000000000,1.0,risk,2,0,1,7,1,3,26,14,32,0,0,1,1,11,10,43,28,1,9,0,1,6,1,0,27,28,44,52,6,6,9,14,4,1,1,38,5,0,0,6,5,0,17,1,2,18,30,15,45,38,33,140,2,3,1,5,0,4,1,23,23,75,9,0,0,31,12,1,20,51,1,3,0,1,1,21,0,0,1,1,4,0,3,2,0,10
59,sopping,proudmoore,391.0,2020-01-15,142 days 00:00:00.000000000,1.0,risk,1,0,1,4,1,1,0,1,18,0,0,0,0,7,0,0,17,0,4,0,1,1,0,0,3,0,11,1,5,0,2,9,0,0,0,38,3,0,0,1,1,0,0,0,2,9,2,1,0,0,3,20,1,0,1,5,0,2,1,9,1,2,1,0,0,16,2,1,4,10,1,2,0,0,0,8,0,0,1,1,1,0,3,1,0,9
60,ragman,proudmoore,445.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,2,1,1,3,1,1,20,3,21,0,0,0,0,8,7,0,27,0,9,0,2,4,0,0,4,10,16,1,5,5,24,8,3,1,0,37,0,0,0,3,4,0,1,0,19,9,17,8,11,0,15,52,1,0,3,5,0,5,2,19,9,12,1,0,0,22,26,1,15,9,1,4,0,0,0,17,0,0,3,1,3,0,5,1,0,9
