,faction,guild_name,guild_rank,id,level,playable_class,playable_race,player,realm,realm_id
0,Horde,unity,9.0,31064683.0,120.0,4.0,5.0,Shiothelast,ragnaros,1427.0
1,Horde,unity,9.0,31068450.0,120.0,11.0,6.0,Darknesky,ragnaros,1427.0
2,Horde,unity,8.0,31123210.0,120.0,3.0,2.0,Byfrost,ragnaros,1427.0
3,Horde,unity,6.0,31232191.0,120.0,8.0,5.0,Frost,ragnaros,1427.0
4,Horde,unity,9.0,31369679.0,120.0,7.0,2.0,Ztrokes,ragnaros,1427.0
5,Horde,unity,9.0,32896066.0,120.0,8.0,5.0,Snow,ragnaros,1427.0
6,Horde,unity,9.0,43814597.0,120.0,2.0,10.0,Carozo,ragnaros,1427.0
7,Horde,unity,9.0,47764296.0,120.0,6.0,2.0,Mythical,ragnaros,1427.0
8,Horde,unity,9.0,49157136.0,120.0,9.0,27.0,Xiao,ragnaros,1427.0
9,Horde,unity,9.0,53478957.0,120.0,8.0,8.0,Ghostshio,ragnaros,1427.0
10,Horde,unity,9.0,59979277.0,120.0,2.0,10.0,Aryctih,ragnaros,1427.0
11,Horde,unity,9.0,60382340.0,120.0,11.0,8.0,Voltä,ragnaros,1427.0
12,Horde,unity,9.0,61033156.0,85.0,4.0,5.0,Venore,ragnaros,1427.0
13,Horde,unity,6.0,70188086.0,77.0,8.0,10.0,Hohenheïm,ragnaros,1427.0
14,Horde,unity,6.0,70398942.0,120.0,3.0,10.0,Nizz,ragnaros,1427.0
15,Horde,unity,9.0,70484618.0,120.0,11.0,6.0,Wizzärdoz,ragnaros,1427.0
16,Horde,unity,9.0,74086260.0,120.0,2.0,10.0,Nefértari,ragnaros,1427.0
17,Horde,unity,6.0,74215367.0,117.0,5.0,10.0,Natsumí,ragnaros,1427.0
18,Horde,unity,6.0,74504550.0,120.0,4.0,10.0,Silençe,ragnaros,1427.0
19,Horde,unity,9.0,76404981.0,120.0,2.0,6.0,Zky,ragnaros,1427.0
20,Horde,unity,9.0,76515031.0,120.0,3.0,10.0,Deys,ragnaros,1427.0
21,Horde,unity,9.0,76529575.0,104.0,1.0,10.0,Naiki,ragnaros,1427.0
22,Horde,unity,9.0,78847296.0,120.0,6.0,10.0,Ayasë,ragnaros,1427.0
23,Horde,unity,9.0,79783537.0,102.0,7.0,6.0,Hardflip,ragnaros,1427.0
24,Horde,unity,6.0,80733184.0,110.0,9.0,10.0,Alessá,ragnaros,1427.0
25,Horde,unity,1.0,81213742.0,120.0,7.0,35.0,Fénrus,ragnaros,1427.0
26,Horde,unity,9.0,81214342.0,110.0,8.0,10.0,Shaanah,ragnaros,1427.0
27,Horde,unity,2.0,81234074.0,120.0,4.0,9.0,Fegnon,ragnaros,1427.0
28,Horde,unity,2.0,83188212.0,120.0,5.0,8.0,Shadøwguise,ragnaros,1427.0
29,Horde,unity,9.0,83917760.0,120.0,1.0,2.0,Msgv,ragnaros,1427.0
30,Horde,unity,9.0,84122955.0,120.0,2.0,10.0,Hien,ragnaros,1427.0
31,Horde,unity,5.0,84233423.0,120.0,2.0,10.0,Wînd,ragnaros,1427.0
32,Horde,unity,9.0,84619984.0,110.0,6.0,5.0,Diseasezza,ragnaros,1427.0
33,Horde,unity,9.0,85572887.0,110.0,6.0,10.0,Erokoss,ragnaros,1427.0
34,Horde,unity,2.0,85588446.0,120.0,9.0,2.0,Burnette,ragnaros,1427.0
35,Horde,unity,9.0,86799115.0,120.0,3.0,6.0,Shooterx,ragnaros,1427.0
36,Horde,unity,9.0,87229705.0,110.0,2.0,6.0,Milktanks,ragnaros,1427.0
37,Horde,unity,5.0,87876573.0,120.0,11.0,31.0,Boomsandi,ragnaros,1427.0
38,Horde,unity,6.0,88893208.0,117.0,5.0,5.0,Jontargeryen,ragnaros,1427.0
39,Horde,unity,6.0,88979236.0,120.0,6.0,2.0,Matzumi,ragnaros,1427.0
40,Horde,unity,9.0,89028710.0,120.0,4.0,5.0,Trueassassin,ragnaros,1427.0
41,Horde,unity,2.0,89115821.0,120.0,2.0,31.0,Ludhra,ragnaros,1427.0
42,Horde,unity,9.0,89189438.0,110.0,8.0,10.0,Samita,ragnaros,1427.0
43,Horde,unity,9.0,89818375.0,120.0,2.0,6.0,Esparzago,ragnaros,1427.0
44,Horde,unity,2.0,89979622.0,120.0,10.0,26.0,Munketeer,ragnaros,1427.0
45,Horde,unity,9.0,90091490.0,120.0,2.0,6.0,Kcquiiss,ragnaros,1427.0
46,Horde,unity,9.0,90158582.0,110.0,10.0,10.0,Hanakø,ragnaros,1427.0
47,Horde,unity,9.0,90161641.0,102.0,10.0,26.0,Guanyin,ragnaros,1427.0
