,faction,guild_name,guild_rank,id,level,playable_class,playable_race,player,realm,realm_id
0,Alliance,molotov,6.0,3760251.0,100.0,1.0,4.0,Raxxath,korgath,1146.0
1,Alliance,molotov,7.0,3764261.0,100.0,3.0,4.0,Naisha,korgath,1146.0
2,Alliance,molotov,6.0,53911855.0,100.0,11.0,4.0,Sybelya,korgath,1146.0
3,Alliance,molotov,7.0,75628455.0,53.0,11.0,22.0,Bearhug,korgath,1146.0
4,Alliance,molotov,6.0,84455827.0,100.0,5.0,1.0,Snify,korgath,1146.0
5,Alliance,molotov,6.0,84509630.0,69.0,1.0,3.0,Zyadin,korgath,1146.0
6,Alliance,molotov,7.0,86153036.0,90.0,8.0,11.0,Insanitus,korgath,1146.0
7,Alliance,molotov,6.0,89498184.0,36.0,8.0,7.0,Wixwell,korgath,1146.0
8,Alliance,molotov,7.0,91200314.0,88.0,7.0,11.0,Agron,korgath,1146.0
9,Alliance,molotov,7.0,92110466.0,100.0,10.0,25.0,Downatello,korgath,1146.0
10,Alliance,molotov,7.0,92209686.0,39.0,10.0,25.0,Yinfu,korgath,1146.0
11,Alliance,molotov,7.0,92430072.0,100.0,10.0,25.0,Painduh,korgath,1146.0
12,Alliance,molotov,7.0,92631937.0,100.0,6.0,22.0,Metanights,korgath,1146.0
13,Alliance,molotov,7.0,92715184.0,86.0,8.0,7.0,Frosy,korgath,1146.0
14,Alliance,molotov,7.0,93027297.0,44.0,11.0,22.0,Woofenstein,korgath,1146.0
15,Alliance,molotov,6.0,94641458.0,92.0,10.0,1.0,Karmasabi,korgath,1146.0
16,Alliance,molotov,6.0,95384004.0,93.0,3.0,1.0,Myzer,korgath,1146.0
17,Alliance,molotov,7.0,96755432.0,90.0,6.0,11.0,Deficent,korgath,1146.0
18,Alliance,molotov,7.0,96931049.0,91.0,8.0,1.0,Sushî,korgath,1146.0
19,Alliance,molotov,3.0,97852572.0,41.0,2.0,1.0,Celîna,korgath,1146.0
20,Alliance,molotov,1.0,99037743.0,33.0,4.0,1.0,Nuthar,korgath,1146.0
21,Alliance,molotov,1.0,100177244.0,120.0,11.0,4.0,Roshinski,korgath,1146.0
22,Alliance,molotov,7.0,102753405.0,90.0,8.0,1.0,Pyromâniac,korgath,1146.0
23,Alliance,molotov,6.0,103972536.0,100.0,9.0,1.0,Darkshadöw,korgath,1146.0
24,Alliance,molotov,7.0,108513465.0,85.0,9.0,7.0,Tharya,korgath,1146.0
25,Alliance,molotov,6.0,108667993.0,100.0,3.0,11.0,Quìckcrìt,korgath,1146.0
26,Alliance,molotov,7.0,108669012.0,100.0,10.0,7.0,Littlemonkey,korgath,1146.0
27,Alliance,molotov,7.0,108670592.0,60.0,5.0,22.0,Holypew,korgath,1146.0
28,Alliance,molotov,7.0,108679333.0,31.0,4.0,22.0,Pewpewmore,korgath,1146.0
29,Alliance,molotov,6.0,108842487.0,90.0,3.0,11.0,Maluenda,korgath,1146.0
30,Alliance,molotov,0.0,108852568.0,110.0,5.0,11.0,Chantàl,korgath,1146.0
31,Alliance,molotov,7.0,109850747.0,91.0,2.0,3.0,Holybeer,korgath,1146.0
32,Alliance,molotov,7.0,109871061.0,90.0,4.0,1.0,Dextir,korgath,1146.0
33,Alliance,molotov,6.0,111103468.0,90.0,8.0,1.0,Missmizery,korgath,1146.0
34,Alliance,molotov,7.0,111543806.0,90.0,2.0,1.0,Quickheal,korgath,1146.0
35,Alliance,molotov,7.0,112510807.0,93.0,4.0,1.0,Quìckstab,korgath,1146.0
36,Alliance,molotov,3.0,112575407.0,73.0,4.0,1.0,Alörah,korgath,1146.0
37,Alliance,molotov,7.0,112678631.0,90.0,7.0,11.0,Shiftshoçk,korgath,1146.0
38,Alliance,molotov,1.0,112709079.0,120.0,8.0,11.0,Señorjosé,korgath,1146.0
39,Alliance,molotov,7.0,112757605.0,83.0,8.0,7.0,Wallbangers,korgath,1146.0
40,Alliance,molotov,6.0,112778859.0,78.0,9.0,1.0,Torrmentor,korgath,1146.0
41,Alliance,molotov,6.0,113488893.0,34.0,5.0,11.0,Sîbley,korgath,1146.0
42,Alliance,molotov,3.0,113853436.0,118.0,8.0,4.0,Makanani,korgath,1146.0
43,Alliance,molotov,7.0,115094085.0,35.0,10.0,25.0,Linnaean,korgath,1146.0
44,Alliance,molotov,7.0,115128475.0,100.0,1.0,4.0,Deraged,korgath,1146.0
45,Alliance,molotov,7.0,115128919.0,100.0,3.0,3.0,Gankiskhan,korgath,1146.0
46,Alliance,molotov,1.0,115598694.0,120.0,5.0,1.0,Padrepablo,korgath,1146.0
47,Alliance,molotov,6.0,115774545.0,100.0,3.0,4.0,Madeinasia,korgath,1146.0
48,Alliance,molotov,6.0,115874709.0,91.0,3.0,1.0,Hawkéyé,korgath,1146.0
49,Alliance,molotov,2.0,116102893.0,120.0,2.0,11.0,Señora,korgath,1146.0
50,Alliance,molotov,6.0,116372588.0,90.0,7.0,11.0,Aerta,korgath,1146.0
51,Alliance,molotov,3.0,118447118.0,37.0,11.0,4.0,Starfõx,korgath,1146.0
52,Alliance,molotov,2.0,118447252.0,120.0,3.0,4.0,Falcó,korgath,1146.0
53,Alliance,molotov,1.0,118799357.0,120.0,7.0,11.0,Consuéla,korgath,1146.0
54,Alliance,molotov,6.0,118823495.0,90.0,11.0,4.0,Fistingmoon,korgath,1146.0
55,Alliance,molotov,6.0,118851678.0,55.0,3.0,4.0,Thrakkslayer,korgath,1146.0
56,Alliance,molotov,6.0,118852135.0,90.0,11.0,4.0,Jásmirra,korgath,1146.0
57,Alliance,molotov,6.0,118858984.0,111.0,4.0,3.0,Toenee,korgath,1146.0
58,Alliance,molotov,1.0,119059256.0,120.0,4.0,1.0,Señorjuan,korgath,1146.0
59,Alliance,molotov,6.0,119352975.0,100.0,5.0,4.0,Crysaniaq,korgath,1146.0
60,Alliance,molotov,7.0,119423854.0,101.0,6.0,1.0,Braxter,korgath,1146.0
61,Alliance,molotov,6.0,119427411.0,100.0,6.0,22.0,Bart,korgath,1146.0
62,Alliance,molotov,6.0,119452054.0,100.0,9.0,1.0,Budman,korgath,1146.0
63,Alliance,molotov,6.0,119491628.0,100.0,4.0,4.0,When,korgath,1146.0
64,Alliance,molotov,7.0,119558532.0,92.0,10.0,25.0,Beetusnubbs,korgath,1146.0
65,Alliance,molotov,7.0,119606127.0,90.0,11.0,4.0,Sococo,korgath,1146.0
66,Alliance,molotov,7.0,119661505.0,100.0,6.0,1.0,Deathbud,korgath,1146.0
67,Alliance,molotov,7.0,119672722.0,100.0,3.0,3.0,Grumpygramma,korgath,1146.0
68,Alliance,molotov,7.0,119769017.0,90.0,4.0,25.0,Rickierolle,korgath,1146.0
69,Alliance,molotov,6.0,119978296.0,100.0,1.0,1.0,Outofideas,korgath,1146.0
70,Alliance,molotov,6.0,120200053.0,91.0,8.0,1.0,Goobeh,korgath,1146.0
71,Alliance,molotov,7.0,120217583.0,3.0,5.0,7.0,Crunchey,korgath,1146.0
72,Alliance,molotov,7.0,120218054.0,90.0,7.0,11.0,Crunchee,korgath,1146.0
73,Alliance,molotov,7.0,120251029.0,11.0,3.0,22.0,Mared,korgath,1146.0
74,Alliance,molotov,7.0,120447943.0,100.0,1.0,3.0,Gingerkid,korgath,1146.0
75,Alliance,molotov,6.0,120499791.0,100.0,2.0,1.0,Racore,korgath,1146.0
76,Alliance,molotov,6.0,120690947.0,100.0,6.0,3.0,Nolavsk,korgath,1146.0
77,Alliance,molotov,7.0,120730246.0,100.0,2.0,3.0,Bubblejews,korgath,1146.0
78,Alliance,molotov,6.0,120752449.0,100.0,8.0,7.0,Gateway,korgath,1146.0
79,Alliance,molotov,7.0,120786265.0,21.0,9.0,1.0,Nwaan,korgath,1146.0
80,Alliance,molotov,7.0,121083798.0,12.0,4.0,1.0,Hoven,korgath,1146.0
81,Alliance,molotov,2.0,121190523.0,85.0,6.0,7.0,Agardengnome,korgath,1146.0
82,Alliance,molotov,6.0,121219442.0,96.0,8.0,4.0,Akriley,korgath,1146.0
83,Alliance,molotov,7.0,121433406.0,66.0,10.0,25.0,Narwal,korgath,1146.0
84,Alliance,molotov,7.0,121932884.0,91.0,5.0,7.0,Shab,korgath,1146.0
85,Alliance,molotov,7.0,122071007.0,101.0,5.0,1.0,Hellapriest,korgath,1146.0
86,Alliance,molotov,6.0,122083293.0,100.0,2.0,1.0,Aillam,korgath,1146.0
87,Alliance,molotov,7.0,122558883.0,91.0,11.0,4.0,Ddperks,korgath,1146.0
88,Alliance,molotov,7.0,122575621.0,54.0,2.0,1.0,Tyqueria,korgath,1146.0
89,Alliance,molotov,6.0,122610462.0,94.0,3.0,4.0,Alicai,korgath,1146.0
90,Alliance,molotov,7.0,122788782.0,30.0,10.0,25.0,Whoufinatry,korgath,1146.0
91,Alliance,molotov,7.0,122944370.0,100.0,6.0,11.0,Doomsocks,korgath,1146.0
92,Alliance,molotov,7.0,122996118.0,77.0,11.0,22.0,Sansdeity,korgath,1146.0
93,Alliance,molotov,2.0,123463678.0,120.0,9.0,22.0,Ripmate,korgath,1146.0
94,Alliance,molotov,2.0,123574794.0,120.0,10.0,11.0,Giantsquids,korgath,1146.0
95,Alliance,molotov,7.0,124099705.0,100.0,5.0,1.0,Noyou,korgath,1146.0
96,Alliance,molotov,7.0,125934519.0,100.0,3.0,3.0,Boundywarde,korgath,1146.0
97,Alliance,molotov,1.0,127058236.0,120.0,12.0,4.0,Gotnoeyes,korgath,1146.0
98,Alliance,molotov,7.0,129266205.0,50.0,3.0,1.0,Captcutiepie,korgath,1146.0
99,Alliance,molotov,6.0,129294926.0,110.0,2.0,3.0,Smashncashen,korgath,1146.0
100,Alliance,molotov,7.0,129400553.0,51.0,3.0,1.0,Shootzmagee,korgath,1146.0
101,Alliance,molotov,2.0,131461700.0,110.0,1.0,30.0,Tpaartos,korgath,1146.0
102,Alliance,molotov,2.0,133985001.0,110.0,3.0,29.0,Janegeland,korgath,1146.0
103,Alliance,molotov,2.0,134057478.0,110.0,2.0,34.0,Ingots,korgath,1146.0
104,Alliance,molotov,7.0,135788647.0,110.0,8.0,32.0,Homie,korgath,1146.0
105,Alliance,in-other-news,6.0,78897190.0,120.0,1.0,1.0,Browbeat,stormrage,60.0
106,Alliance,in-other-news,5.0,100315701.0,120.0,7.0,11.0,Zaxcie,stormrage,60.0
107,Alliance,in-other-news,9.0,101071643.0,120.0,8.0,7.0,Åppex,stormrage,60.0
108,Alliance,in-other-news,9.0,101423687.0,120.0,2.0,11.0,Ësmë,stormrage,60.0
109,Alliance,in-other-news,6.0,102047691.0,120.0,9.0,7.0,Ingredient,stormrage,60.0
110,Alliance,in-other-news,9.0,102404440.0,120.0,3.0,22.0,Hinkonn,stormrage,60.0
111,Alliance,in-other-news,9.0,102426515.0,120.0,11.0,22.0,Pharsalia,stormrage,60.0
112,Alliance,in-other-news,9.0,102601365.0,120.0,5.0,4.0,Fathr,stormrage,60.0
113,Alliance,in-other-news,6.0,102677476.0,120.0,3.0,1.0,Rikuxlli,stormrage,60.0
114,Alliance,in-other-news,6.0,102755436.0,120.0,4.0,7.0,Fingy,stormrage,60.0
115,Alliance,in-other-news,9.0,102944460.0,120.0,9.0,22.0,Soulsearcher,stormrage,60.0
116,Alliance,in-other-news,6.0,103055612.0,120.0,11.0,4.0,Rootee,stormrage,60.0
117,Alliance,in-other-news,4.0,103061210.0,120.0,11.0,4.0,Tyrrae,stormrage,60.0
118,Alliance,in-other-news,9.0,103061504.0,120.0,11.0,4.0,Kalinkah,stormrage,60.0
119,Alliance,in-other-news,9.0,103080445.0,120.0,7.0,11.0,Baaryna,stormrage,60.0
120,Alliance,in-other-news,9.0,103080470.0,120.0,9.0,1.0,Nomerci,stormrage,60.0
121,Alliance,in-other-news,9.0,103114150.0,120.0,8.0,7.0,Squishsquash,stormrage,60.0
122,Alliance,in-other-news,9.0,104107088.0,120.0,1.0,1.0,Riichard,stormrage,60.0
123,Alliance,in-other-news,9.0,104108004.0,120.0,6.0,1.0,Riicard,stormrage,60.0
124,Alliance,in-other-news,0.0,104119725.0,120.0,8.0,7.0,Muphrid,stormrage,60.0
125,Alliance,in-other-news,9.0,104209813.0,110.0,8.0,22.0,Blizzamaniac,stormrage,60.0
126,Alliance,in-other-news,9.0,104293745.0,120.0,5.0,4.0,Flueshot,stormrage,60.0
127,Alliance,in-other-news,9.0,104393040.0,110.0,8.0,22.0,Blizzkrieg,stormrage,60.0
128,Alliance,in-other-news,6.0,104611134.0,120.0,5.0,29.0,Llight,stormrage,60.0
129,Alliance,in-other-news,9.0,105328979.0,110.0,9.0,29.0,Kyndani,stormrage,60.0
130,Alliance,in-other-news,9.0,105352730.0,110.0,1.0,4.0,Kestian,stormrage,60.0
131,Alliance,in-other-news,6.0,105356246.0,110.0,1.0,4.0,Shadowrader,stormrage,60.0
132,Alliance,in-other-news,9.0,105356470.0,110.0,7.0,11.0,Drizzot,stormrage,60.0
133,Alliance,in-other-news,3.0,105369719.0,112.0,2.0,3.0,Simak,stormrage,60.0
134,Alliance,in-other-news,9.0,105422906.0,110.0,5.0,3.0,Graflen,stormrage,60.0
135,Alliance,in-other-news,3.0,105429434.0,100.0,6.0,1.0,Elgebar,stormrage,60.0
136,Alliance,in-other-news,3.0,105429451.0,110.0,5.0,11.0,Alnitam,stormrage,60.0
137,Alliance,in-other-news,9.0,105473953.0,100.0,6.0,1.0,Shadownoova,stormrage,60.0
138,Alliance,in-other-news,9.0,105474620.0,110.0,8.0,4.0,Shadrana,stormrage,60.0
139,Alliance,in-other-news,3.0,105579990.0,120.0,11.0,22.0,Hatsya,stormrage,60.0
140,Alliance,in-other-news,3.0,105715107.0,120.0,4.0,1.0,Zahaliah,stormrage,60.0
141,Alliance,in-other-news,1.0,105731282.0,120.0,5.0,1.0,Ultimecià,stormrage,60.0
142,Alliance,in-other-news,9.0,106051954.0,90.0,2.0,11.0,Breezee,stormrage,60.0
143,Alliance,in-other-news,6.0,106482833.0,120.0,11.0,4.0,Kyndi,stormrage,60.0
144,Alliance,in-other-news,9.0,106570465.0,110.0,7.0,11.0,Madeinhaven,stormrage,60.0
145,Alliance,in-other-news,9.0,106570901.0,120.0,11.0,22.0,Frankgore,stormrage,60.0
146,Alliance,in-other-news,6.0,106851381.0,120.0,2.0,1.0,Stumpan,stormrage,60.0
147,Alliance,in-other-news,6.0,107101456.0,120.0,3.0,22.0,Griiff,stormrage,60.0
148,Alliance,in-other-news,9.0,107729151.0,110.0,10.0,25.0,Ahann,stormrage,60.0
149,Alliance,in-other-news,3.0,108010225.0,120.0,10.0,25.0,Ultifist,stormrage,60.0
150,Alliance,in-other-news,4.0,108089878.0,120.0,10.0,3.0,Riicardo,stormrage,60.0
151,Alliance,in-other-news,9.0,108153651.0,100.0,4.0,22.0,Firgen,stormrage,60.0
152,Alliance,in-other-news,9.0,108188451.0,120.0,3.0,3.0,Shikaree,stormrage,60.0
153,Alliance,in-other-news,9.0,108413878.0,110.0,10.0,25.0,Ruian,stormrage,60.0
154,Alliance,in-other-news,3.0,108468532.0,120.0,10.0,7.0,Pulcherrima,stormrage,60.0
155,Alliance,in-other-news,9.0,108552027.0,120.0,7.0,25.0,Tuongßlung,stormrage,60.0
156,Alliance,in-other-news,3.0,109161528.0,120.0,10.0,25.0,Pandaliah,stormrage,60.0
157,Alliance,in-other-news,9.0,109359578.0,110.0,7.0,25.0,Kailily,stormrage,60.0
158,Alliance,in-other-news,9.0,111138494.0,120.0,7.0,11.0,Topangaa,stormrage,60.0
159,Alliance,in-other-news,4.0,111220818.0,100.0,5.0,1.0,Letterbomb,stormrage,60.0
160,Alliance,in-other-news,9.0,111257445.0,120.0,3.0,1.0,Koranek,stormrage,60.0
161,Alliance,in-other-news,9.0,111263444.0,110.0,10.0,11.0,Jayri,stormrage,60.0
162,Alliance,in-other-news,9.0,111293592.0,120.0,6.0,1.0,Arena,stormrage,60.0
163,Alliance,in-other-news,9.0,111293820.0,120.0,2.0,1.0,Terasleen,stormrage,60.0
164,Alliance,in-other-news,9.0,111294474.0,120.0,10.0,25.0,Kangâ,stormrage,60.0
165,Alliance,in-other-news,9.0,111411096.0,120.0,11.0,4.0,Eliiana,stormrage,60.0
166,Alliance,in-other-news,9.0,111667386.0,100.0,4.0,1.0,Garard,stormrage,60.0
167,Alliance,in-other-news,6.0,111788047.0,120.0,11.0,4.0,Zenia,stormrage,60.0
168,Alliance,in-other-news,9.0,111906378.0,120.0,3.0,4.0,Zookeeperr,stormrage,60.0
169,Alliance,in-other-news,9.0,111907190.0,120.0,2.0,1.0,Leisle,stormrage,60.0
170,Alliance,in-other-news,3.0,112947484.0,120.0,1.0,11.0,Avilah,stormrage,60.0
171,Alliance,in-other-news,3.0,112950711.0,120.0,2.0,1.0,Ultijr,stormrage,60.0
172,Alliance,in-other-news,1.0,113626861.0,120.0,2.0,11.0,Zahliah,stormrage,60.0
173,Alliance,in-other-news,3.0,113826581.0,120.0,8.0,7.0,Meteoritè,stormrage,60.0
174,Alliance,in-other-news,9.0,114049894.0,111.0,3.0,29.0,Valianya,stormrage,60.0
175,Alliance,in-other-news,9.0,114078276.0,100.0,10.0,25.0,Shalitabuffa,stormrage,60.0
176,Alliance,in-other-news,9.0,114102573.0,100.0,4.0,7.0,Muphedagain,stormrage,60.0
