,faction,guild_name,guild_rank,id,level,playable_class,playable_race,player,realm,realm_id
0,Alliance,battle-kittens,4.0,1021157.0,120.0,3.0,4.0,Coryna,sargeras,76.0
1,Alliance,battle-kittens,9.0,1102145.0,120.0,8.0,7.0,Cubester,sargeras,76.0
2,Alliance,battle-kittens,1.0,26850325.0,110.0,8.0,7.0,Elphalba,sargeras,76.0
3,Alliance,battle-kittens,1.0,29734455.0,120.0,2.0,11.0,Noalla,sargeras,76.0
4,Alliance,battle-kittens,0.0,29734904.0,120.0,8.0,11.0,Friggencute,sargeras,76.0
5,Alliance,battle-kittens,1.0,31891034.0,120.0,11.0,4.0,Thunderkitn,sargeras,76.0
6,Alliance,battle-kittens,2.0,32370265.0,120.0,3.0,11.0,Greyfield,sargeras,76.0
7,Alliance,battle-kittens,1.0,37727887.0,110.0,8.0,7.0,Vam,sargeras,76.0
8,Alliance,battle-kittens,4.0,38054959.0,110.0,1.0,11.0,Falkorage,sargeras,76.0
9,Alliance,battle-kittens,1.0,39289317.0,120.0,1.0,4.0,Btchy,sargeras,76.0
10,Alliance,battle-kittens,1.0,41708052.0,120.0,6.0,4.0,Leymew,sargeras,76.0
11,Alliance,battle-kittens,1.0,41716865.0,120.0,6.0,4.0,Romfaia,sargeras,76.0
12,Alliance,battle-kittens,1.0,44490377.0,120.0,2.0,1.0,Mangey,sargeras,76.0
13,Alliance,battle-kittens,1.0,45440645.0,100.0,2.0,1.0,Vamn,sargeras,76.0
14,Alliance,battle-kittens,2.0,46107903.0,120.0,3.0,4.0,Yourmarked,sargeras,76.0
15,Alliance,battle-kittens,4.0,48881238.0,110.0,2.0,1.0,Alrek,sargeras,76.0
16,Alliance,battle-kittens,2.0,50519721.0,110.0,5.0,1.0,Zephirine,sargeras,76.0
17,Alliance,battle-kittens,7.0,50522620.0,120.0,11.0,4.0,Maygan,sargeras,76.0
18,Alliance,battle-kittens,4.0,50674013.0,120.0,2.0,11.0,Charizárd,sargeras,76.0
19,Alliance,battle-kittens,5.0,57682016.0,120.0,7.0,11.0,Shamuhshammy,sargeras,76.0
20,Alliance,battle-kittens,5.0,58713527.0,120.0,3.0,4.0,Punterhunter,sargeras,76.0
21,Alliance,battle-kittens,5.0,58862336.0,120.0,8.0,7.0,Alphythewise,sargeras,76.0
22,Alliance,battle-kittens,9.0,59455742.0,120.0,11.0,4.0,Galadrielz,sargeras,76.0
23,Alliance,battle-kittens,1.0,65389746.0,112.0,11.0,4.0,Twinkly,sargeras,76.0
24,Alliance,battle-kittens,2.0,68139537.0,120.0,2.0,1.0,Hystëria,sargeras,76.0
25,Alliance,battle-kittens,1.0,68574179.0,120.0,2.0,1.0,Pallystrike,sargeras,76.0
26,Alliance,battle-kittens,2.0,69817649.0,120.0,3.0,22.0,Vinyll,sargeras,76.0
27,Alliance,battle-kittens,6.0,70716238.0,120.0,4.0,1.0,Playsolo,sargeras,76.0
28,Alliance,battle-kittens,5.0,71108317.0,120.0,5.0,1.0,Playfaster,sargeras,76.0
29,Alliance,battle-kittens,9.0,71664285.0,120.0,8.0,1.0,Frozenorb,sargeras,76.0
30,Alliance,battle-kittens,5.0,72775274.0,120.0,4.0,1.0,Sargë,sargeras,76.0
31,Alliance,battle-kittens,4.0,73641223.0,120.0,11.0,4.0,Starsxream,sargeras,76.0
32,Alliance,battle-kittens,7.0,75350216.0,120.0,3.0,22.0,Lycans,sargeras,76.0
33,Alliance,battle-kittens,9.0,76585881.0,120.0,11.0,22.0,Magicboom,sargeras,76.0
34,Alliance,battle-kittens,9.0,78614214.0,120.0,3.0,22.0,Hilmes,sargeras,76.0
35,Alliance,battle-kittens,1.0,81058942.0,120.0,5.0,34.0,Lanffear,sargeras,76.0
36,Alliance,battle-kittens,2.0,81060133.0,120.0,6.0,1.0,Sweetmelody,sargeras,76.0
37,Alliance,battle-kittens,1.0,81137086.0,120.0,11.0,4.0,Lanffearqt,sargeras,76.0
38,Alliance,battle-kittens,2.0,81214718.0,120.0,7.0,25.0,Lancakez,sargeras,76.0
39,Alliance,battle-kittens,9.0,81287329.0,120.0,6.0,11.0,Cherrÿ,sargeras,76.0
40,Alliance,battle-kittens,9.0,81585781.0,120.0,6.0,1.0,Dhordeslayer,sargeras,76.0
41,Alliance,battle-kittens,3.0,81741547.0,120.0,11.0,4.0,Riselka,sargeras,76.0
42,Alliance,battle-kittens,2.0,82294278.0,90.0,4.0,1.0,Awoke,sargeras,76.0
43,Alliance,battle-kittens,9.0,82343306.0,116.0,2.0,1.0,Magazines,sargeras,76.0
44,Alliance,battle-kittens,2.0,82708462.0,120.0,2.0,1.0,Sweetphd,sargeras,76.0
45,Alliance,battle-kittens,5.0,82722413.0,111.0,8.0,7.0,Sweetnessphd,sargeras,76.0
46,Alliance,battle-kittens,2.0,82848768.0,102.0,1.0,1.0,Stahnphd,sargeras,76.0
47,Alliance,battle-kittens,5.0,82879687.0,111.0,11.0,4.0,Contramündum,sargeras,76.0
48,Alliance,battle-kittens,5.0,82879786.0,120.0,6.0,22.0,Contramûndum,sargeras,76.0
49,Alliance,battle-kittens,5.0,82896148.0,120.0,11.0,4.0,Contramùndùm,sargeras,76.0
50,Alliance,battle-kittens,1.0,82896639.0,120.0,5.0,29.0,Sweetypiephd,sargeras,76.0
51,Alliance,battle-kittens,4.0,82995048.0,120.0,3.0,34.0,Greatkhan,sargeras,76.0
52,Alliance,battle-kittens,1.0,84107479.0,120.0,6.0,4.0,Contramundum,sargeras,76.0
53,Alliance,battle-kittens,9.0,85760890.0,120.0,9.0,7.0,Frequencyy,sargeras,76.0
54,Alliance,battle-kittens,9.0,85814384.0,120.0,3.0,3.0,Valderon,sargeras,76.0
55,Alliance,battle-kittens,5.0,87061409.0,120.0,2.0,3.0,Stahn,sargeras,76.0
56,Alliance,battle-kittens,9.0,87315407.0,70.0,4.0,4.0,Windofdeath,sargeras,76.0
57,Alliance,battle-kittens,2.0,87461803.0,120.0,6.0,22.0,Eghuk,sargeras,76.0
58,Alliance,battle-kittens,2.0,87752516.0,120.0,3.0,4.0,Mouz,sargeras,76.0
59,Alliance,battle-kittens,9.0,88623192.0,120.0,8.0,7.0,Geek,sargeras,76.0
60,Alliance,battle-kittens,9.0,88679122.0,120.0,8.0,1.0,Mouzm,sargeras,76.0
61,Alliance,battle-kittens,5.0,88722149.0,120.0,11.0,22.0,Arcticcat,sargeras,76.0
62,Alliance,battle-kittens,9.0,89434613.0,72.0,6.0,7.0,Scaredface,sargeras,76.0
63,Alliance,battle-kittens,9.0,89933222.0,120.0,1.0,22.0,Shedeb,sargeras,76.0
64,Alliance,battle-kittens,7.0,90237808.0,120.0,3.0,22.0,Blíte,sargeras,76.0
65,Alliance,battle-kittens,9.0,90256475.0,120.0,6.0,4.0,Kairä,sargeras,76.0
66,Alliance,battle-kittens,9.0,90646948.0,120.0,11.0,4.0,Anytown,sargeras,76.0
67,Alliance,battle-kittens,5.0,91068651.0,120.0,9.0,1.0,Dotofglory,sargeras,76.0
68,Alliance,battle-kittens,9.0,91211577.0,120.0,3.0,3.0,Humbuggery,sargeras,76.0
69,Alliance,battle-kittens,9.0,91432534.0,120.0,3.0,3.0,Lenograic,sargeras,76.0
70,Alliance,battle-kittens,9.0,91471584.0,120.0,1.0,7.0,Suddz,sargeras,76.0
71,Alliance,battle-kittens,9.0,92027158.0,120.0,9.0,1.0,Drsparkle,sargeras,76.0
72,Alliance,battle-kittens,6.0,92187140.0,120.0,10.0,1.0,Shookk,sargeras,76.0
73,Alliance,battle-kittens,2.0,92334988.0,120.0,10.0,32.0,Lanorak,sargeras,76.0
74,Alliance,battle-kittens,9.0,92721479.0,120.0,9.0,7.0,Dipindøtz,sargeras,76.0
75,Alliance,battle-kittens,5.0,94252989.0,110.0,9.0,1.0,Debx,sargeras,76.0
76,Alliance,battle-kittens,9.0,95635766.0,102.0,7.0,11.0,Deathkantic,sargeras,76.0
77,Alliance,battle-kittens,9.0,96060477.0,120.0,6.0,7.0,Kryanna,sargeras,76.0
78,Alliance,battle-kittens,1.0,96159454.0,120.0,4.0,4.0,Racheledna,sargeras,76.0
79,Alliance,battle-kittens,6.0,96167613.0,120.0,9.0,7.0,Xadine,sargeras,76.0
80,Alliance,battle-kittens,9.0,97075775.0,120.0,4.0,1.0,Shakeboxx,sargeras,76.0
81,Alliance,battle-kittens,7.0,97210569.0,120.0,5.0,1.0,Amaura,sargeras,76.0
82,Alliance,battle-kittens,7.0,97234638.0,120.0,3.0,3.0,Ragnare,sargeras,76.0
83,Alliance,battle-kittens,5.0,97535558.0,100.0,4.0,4.0,Yarnball,sargeras,76.0
84,Alliance,battle-kittens,9.0,97537101.0,95.0,5.0,4.0,Holyscheiße,sargeras,76.0
85,Alliance,battle-kittens,7.0,97617037.0,120.0,3.0,11.0,Askr,sargeras,76.0
86,Alliance,battle-kittens,9.0,97633638.0,120.0,8.0,7.0,Wedgatron,sargeras,76.0
87,Alliance,battle-kittens,5.0,97639701.0,120.0,2.0,3.0,Boris,sargeras,76.0
