"421.0","","Fortch","Resident Kabuki Theatre","US-Lightbringer","30740.0"
"422.0","","Ortho","Fury","US-Proudmoore","30735.0"
"422.0","","Naplam","Untold Prophecy","US-Zul'jin","30735.0"
"422.0","","Kathesara","Kami no Bushido","US-Hyjal","30735.0"
"425.0","","Layza","Indonesia","US-Frostmourne","30725.0"
"426.0","","Zurdyta","Vitium","US-Quel'Thalas","30720.0"
"427.0","","Reason","Proper Villains","US-Proudmoore","30715.0"
"428.0","","Freezythree","Colonial Space Marines","US-Destromath","30700.0"
"429.0","","Xaqueline","La Picá Del Varian","US-Quel'Thalas","30695.0"
"430.0","","Doneire","Strawberry Puppy Kisses","US-Area 52","30690.0"
"431.0","","Tandarin","Crossbones","US-Burning Legion","30685.0"
"431.0","","Turtleman","Descendants of Draenor","US-Deathwing","30685.0"
"433.0","","Valquirie","AsoVagos","US-Drakkari","30680.0"
"433.0","","Sarkasmos","WHATEVER WERE AWESOME","US-Magtheridon","30680.0"
"433.0","","Rainashota","Ook Ook","US-Area 52","30680.0"
"433.0","","Playböybunny","Fluff and Blood","US-Burning Blade","30680.0"
"437.0","","Xstenio","Black Tide","US-Azralon","30675.0"
"438.0","","Dyones","Drunkies","US-Stormrage","30670.0"
"439.0","","Hadesphoenix","Sensual Harrassment","US-Tichondrius","30660.0"
"440.0","","Tonìc","Vibe Raider","US-Area 52","30645.0"
"441.0","","Zodiakka","M A C A B R E","US-Aman'Thul","30640.0"
"442.0","","Wannawonga","Perfect","US-Stormrage","30625.0"
"442.0","","Darkshmark","Fistos Funhouse","US-Ghostlands","30625.0"
"442.0","","Noblewarrior","ZAFIRAH","US-Alexstrasza","30625.0"
"445.0","","Hyrcyne","Remastered","US-Llane","30620.0"
"446.0","","Deathfier","United We Loot","US-Stormrage","30615.0"
"447.0","","Melaysia","OLD FARTS CLUB","US-Stormrage","30610.0"
"447.0","","Proxy","Mythic con mi alt","US-Ragnaros","30610.0"
"449.0","","Firepheonix","Heart of Redemption","US-Stormrage","30605.0"
"450.0","","Asreal","Eternal Kingdom","US-Proudmoore","30600.0"
"450.0","","Seksii","The Great Adventure","US-Dalaran","30600.0"
"452.0","","Playpal","This Game is SO Hard","US-Illidan","30595.0"
"452.0","","Willshattner","Flash Point","US-Mal'Ganis","30595.0"
"454.0","","Destilsz","Relevant","US-Frostmourne","30585.0"
"455.0","","Danaowns","Jamaican me crazy","US-Spirestone","30580.0"
"456.0","","Hellhawk","Hell Inc","US-Hellscream","30560.0"
"456.0","","Zaseibankrui","Bite My Shiny Metal Bank","US-Area 52","30560.0"
"456.0","","Aeliora","Pale Horse","US-Hyjal","30560.0"
"459.0","","Fricaya","Light Brigade","US-Moon Guard","30555.0"
"460.0","","Frankié","Reave","US-Zul'jin","30550.0"
"460.0","","Saravian","The Empire","US-Garona","30550.0"
"462.0","","Zulu","Try Harder","US-Frostmourne","30545.0"
"462.0","","Demonraith","BlubBlub","US-Stormrage","30545.0"
"462.0","","Zrunner","Octopals","US-Bleeding Hollow","30545.0"
"462.0","","Melisan","Group Two","US-Draka","30545.0"
"466.0","","Marijka","Right Meow","US-Kel'Thuzad","30540.0"
"467.0","","Sweettoothh","Measured Chaos","US-Stormrage","30535.0"
"468.0","","Aeristhyn","Pandamonium","US-Magtheridon","30520.0"
"469.0","","Katsara","Centered","US-Lightbringer","30515.0"
"470.0","","Adriannos","Pub do Fim do Mundo","US-Gallywix","30510.0"
"471.0","","Dreins","Supremo Tribunal do Urso","US-Azralon","30495.0"
"472.0","","Lirialle","Heart of Redemption","US-Stormrage","30485.0"
"473.0","","Hex","Divinity","US-Uther","30480.0"
"473.0","","Happybunny","True Trash","US-Tichondrius","30480.0"
"475.0","","Nekthara","Mediocrity","US-Mal'Ganis","30470.0"
"475.0","","Catalinea","MUSE","US-Dalaran","30470.0"
"475.0","","Ravenskar","Bad Hombres","US-Windrunner","30470.0"
"478.0","","Jacklowry","Electrotuned","US-Kargath","30460.0"
"479.0","","Djanga","Electrotuned","US-Kargath","30455.0"
"480.0","","Kotaro","The NightsWatch","US-Shadow Council","30445.0"
"481.0","","Almetis","Liberty and Allegiance","US-Proudmoore","30440.0"
"481.0","","Pitylamonk","Ember","US-Zul'jin","30440.0"
"483.0","","Herza","Shadow Hunters","US-Stormrage","30430.0"
"483.0","","Galtak","Same","US-Barthilas","30430.0"
"483.0","","Hairygrogan","Solution","US-Greymane","30430.0"
"486.0","","Ulfreak","FOCO","US-Azralon","30425.0"
"486.0","","Markie","Void","US-Cho'gall","30425.0"
"486.0","","Amarelis","Whisper","US-Area 52","30425.0"
"489.0","","Kaisharga","Prompt Critical","US-Draenor","30420.0"
"490.0","","Delik","Mortifera","US-Suramar","30415.0"
"491.0","","Aranelle","Velocity","US-Steamwheedle Cartel","30390.0"
"492.0","","Deuxx","Damage Networks","US-Stormrage","30385.0"
"493.0","","Thunderkrush","Really Bad Players","US-Area 52","30375.0"
"494.0","","Chimpnzthat","Atonement","US-Uther","30365.0"
"494.0","","Zandorra","Ruinnation","US-Proudmoore","30365.0"
"496.0","","Xiloscient","Death Jesters","US-Stormrage","30360.0"
"496.0","","Nycterwine","Demonic Whispers","US-Windrunner","30360.0"
"496.0","","Dekar","PALS FOR LIFE","US-Kel'Thuzad","30360.0"
"499.0","","Caedhros","just bloodlust","US-Rexxar","30355.0"
"500.0","","Adalia","Comfortably Numb","US-Moon Guard","30350.0"
